You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0516
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d1_s0693_P3_v2", "cached_question": "How is the grade broken down in 10.805J Technology, Law, and the Working Environment?", "cached_answer": "Class Participation is 15%, Writing Assignment is 15%, Midterm is 35%, and Second Exam is 35%.", "new_query": "grade breakdown 10.805j technlogy law & the working env??"}
{"pair_id": "d1_s0694_N1_v1", "cached_question": "What is the title, edition, and ISBN of the required textbook for 10.805J?", "cached_answer": "The textbook is Ashford and Caldart's 'Technology, Law and the Working Environment,' Revised ed. (Island Press, 1996), ISBN 9781559634465.", "new_query": "How much does the required textbook for 10.805J cost?"}
{"pair_id": "d1_s0694_N1_v2", "cached_question": "What is the title, edition, and ISBN of the required textbook for 10.805J?", "cached_answer": "The textbook is Ashford and Caldart's 'Technology, Law and the Working Environment,' Revised ed. (Island Press, 1996), ISBN 9781559634465.", "new_query": "Which chapters of the required 10.805J textbook are assigned?"}
{"pair_id": "d1_s0694_N2_v1", "cached_question": "What is the title, edition, and ISBN of the required textbook for 10.805J?", "cached_answer": "The textbook is Ashford and Caldart's 'Technology, Law and the Working Environment,' Revised ed. (Island Press, 1996), ISBN 9781559634465.", "new_query": "What are the titles, editions, and ISBNs of all readings, required and recommended, in 10.805J?"}
{"pair_id": "d1_s0694_N2_v2", "cached_question": "What is the title, edition, and ISBN of the required textbook for 10.805J?", "cached_answer": "The textbook is Ashford and Caldart's 'Technology, Law and the Working Environment,' Revised ed. (Island Press, 1996), ISBN 9781559634465.", "new_query": "What is the title and ISBN of the supplementary casebook used in 10.805J?"}
{"pair_id": "d1_s0694_N3_v1", "cached_question": "What is the title, edition, and ISBN of the required textbook for 10.805J?", "cached_answer": "The textbook is Ashford and Caldart's 'Technology, Law and the Working Environment,' Revised ed. (Island Press, 1996), ISBN 9781559634465.", "new_query": "What is the title, edition, and ISBN of the required textbook for 10.675J?"}
{"pair_id": "d1_s0694_N4_v1", "cached_question": "What is the title, edition, and ISBN of the required textbook for 10.805J?", "cached_answer": "The textbook is Ashford and Caldart's 'Technology, Law and the Working Environment,' Revised ed. (Island Press, 1996), ISBN 9781559634465.", "new_query": "Which books are not required for 10.805J?"}
{"pair_id": "d1_s0694_N5_v1", "cached_question": "What is the title, edition, and ISBN of the required textbook for 10.805J?", "cached_answer": "The textbook is Ashford and Caldart's 'Technology, Law and the Working Environment,' Revised ed. (Island Press, 1996), ISBN 9781559634465.", "new_query": "What is the most recent edition of the 10.805J textbook?"}
{"pair_id": "d1_s0694_P1_v2", "cached_question": "What is the title, edition, and ISBN of the required textbook for 10.805J?", "cached_answer": "The textbook is Ashford and Caldart's 'Technology, Law and the Working Environment,' Revised ed. (Island Press, 1996), ISBN 9781559634465.", "new_query": "Can you give the name, edition, and ISBN of the mandatory text for 10.805J?"}
{"pair_id": "d1_s0694_P1_v3", "cached_question": "What is the title, edition, and ISBN of the required textbook for 10.805J?", "cached_answer": "The textbook is Ashford and Caldart's 'Technology, Law and the Working Environment,' Revised ed. (Island Press, 1996), ISBN 9781559634465.", "new_query": "What required book does 10.805J use, with its edition and ISBN number?"}
{"pair_id": "d1_s0694_P1_v4", "cached_question": "What is the title, edition, and ISBN of the required textbook for 10.805J?", "cached_answer": "The textbook is Ashford and Caldart's 'Technology, Law and the Working Environment,' Revised ed. (Island Press, 1996), ISBN 9781559634465.", "new_query": "For 10.805J, what is the assigned textbook's title, which edition is it, and what is its ISBN?"}
{"pair_id": "d1_s0694_P2_v4", "cached_question": "What is the title, edition, and ISBN of the required textbook for 10.805J?", "cached_answer": "The textbook is Ashford and Caldart's 'Technology, Law and the Working Environment,' Revised ed. (Island Press, 1996), ISBN 9781559634465.", "new_query": "Which book, in which edition and with what ISBN, is required reading in 10.805J?"}
{"pair_id": "d1_s0694_P3_v2", "cached_question": "What is the title, edition, and ISBN of the required textbook for 10.805J?", "cached_answer": "The textbook is Ashford and Caldart's 'Technology, Law and the Working Environment,' Revised ed. (Island Press, 1996), ISBN 9781559634465.", "new_query": "10.805J required txtbook — title/edition/isbn?"}
{"pair_id": "d1_s0699_N1_v1", "cached_question": "How many assignments are there for MIT course 11.001J Introduction to Urban Design and Development, and what are they called?", "cached_answer": "There are three assignments: Assignment 1, Assignment 2, and the Final Paper Assignment.", "new_query": "How much is each assignment worth in MIT 11.001J Introduction to Urban Design and Development?"}
{"pair_id": "d1_s0699_N1_v2", "cached_question": "How many assignments are there for MIT course 11.001J Introduction to Urban Design and Development, and what are they called?", "cached_answer": "There are three assignments: Assignment 1, Assignment 2, and the Final Paper Assignment.", "new_query": "When are the assignments due in MIT 11.001J Introduction to Urban Design and Development?"}
{"pair_id": "d1_s0699_N2_v1", "cached_question": "How many assignments are there for MIT course 11.001J Introduction to Urban Design and Development, and what are they called?", "cached_answer": "There are three assignments: Assignment 1, Assignment 2, and the Final Paper Assignment.", "new_query": "How many assignments other than the Final Paper does MIT 11.001J Introduction to Urban Design and Development have, and what are they called?"}
{"pair_id": "d1_s0699_N2_v2", "cached_question": "How many assignments are there for MIT course 11.001J Introduction to Urban Design and Development, and what are they called?", "cached_answer": "There are three assignments: Assignment 1, Assignment 2, and the Final Paper Assignment.", "new_query": "How many assignments and readings does MIT 11.001J Introduction to Urban Design and Development list, and what are they called?"}
{"pair_id": "d1_s0699_N4_v4", "cached_question": "How many assignments are there for MIT course 11.001J Introduction to Urban Design and Development, and what are they called?", "cached_answer": "There are three assignments: Assignment 1, Assignment 2, and the Final Paper Assignment.", "new_query": "For MIT 11.001J Introduction to Urban Design and Development, how many assignments are excluded from the final grade?"}
{"pair_id": "d1_s0699_N6_v2", "cached_question": "How many assignments are there for MIT course 11.001J Introduction to Urban Design and Development, and what are they called?", "cached_answer": "There are three assignments: Assignment 1, Assignment 2, and the Final Paper Assignment.", "new_query": "In what format must the three MIT 11.001J Introduction to Urban Design and Development assignments be submitted?"}
{"pair_id": "d1_s0699_P1_v3", "cached_question": "How many assignments are there for MIT course 11.001J Introduction to Urban Design and Development, and what are they called?", "cached_answer": "There are three assignments: Assignment 1, Assignment 2, and the Final Paper Assignment.", "new_query": "How many pieces of coursework are assigned in MIT 11.001J Introduction to Urban Design and Development, and what is each one called?"}
