You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0571
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0388_P3_v1", "cached_question": "How many questions and evidences does the WebQA dataset contain?", "cached_answer": "WebQA contains more than 42,000 questions and 556,000 evidences.", "new_query": "how many questions n evidences in webqa?"}
{"pair_id": "d2_s0388_P3_v2", "cached_question": "How many questions and evidences does the WebQA dataset contain?", "cached_answer": "WebQA contains more than 42,000 questions and 556,000 evidences.", "new_query": "webqa dataset size — questions + evidences??"}
{"pair_id": "d2_s0388_P3_v3", "cached_question": "How many questions and evidences does the WebQA dataset contain?", "cached_answer": "WebQA contains more than 42,000 questions and 556,000 evidences.", "new_query": "how many questins and evidences does the webqa datset contain"}
{"pair_id": "d2_s0389_N1_v1", "cached_question": "What F1 score does the proposed model achieve on WebQA using word-based input?", "cached_answer": "74.69%.", "new_query": "What precision does the proposed model achieve on WebQA using word-based input?"}
{"pair_id": "d2_s0389_N2_v2", "cached_question": "What F1 score does the proposed model achieve on WebQA using word-based input?", "cached_answer": "74.69%.", "new_query": "What F1 score does the proposed model average across all WebQA input settings?"}
{"pair_id": "d2_s0389_N3_v2", "cached_question": "What F1 score does the proposed model achieve on WebQA using word-based input?", "cached_answer": "74.69%.", "new_query": "What F1 score does the proposed model achieve on SQuAD using word-based input?"}
{"pair_id": "d2_s0389_N5_v1", "cached_question": "What F1 score does the proposed model achieve on WebQA using word-based input?", "cached_answer": "74.69%.", "new_query": "What is the proposed model's lowest F1 score on WebQA across input types?"}
{"pair_id": "d2_s0389_N6_v2", "cached_question": "What F1 score does the proposed model achieve on WebQA using word-based input?", "cached_answer": "74.69%.", "new_query": "How much does the proposed model's word-based F1 improve over the previous best system on WebQA?"}
{"pair_id": "d2_s0389_P1_v1", "cached_question": "What F1 score does the proposed model achieve on WebQA using word-based input?", "cached_answer": "74.69%.", "new_query": "What F1 does the proposed model reach on WebQA with word-based input?"}
{"pair_id": "d2_s0389_P1_v3", "cached_question": "What F1 score does the proposed model achieve on WebQA using word-based input?", "cached_answer": "74.69%.", "new_query": "What is the proposed model's F1 score on WebQA for word-level input?"}
{"pair_id": "d2_s0389_P2_v1", "cached_question": "What F1 score does the proposed model achieve on WebQA using word-based input?", "cached_answer": "74.69%.", "new_query": "Report the F1 score achieved by the proposed model on WebQA with word-based input."}
{"pair_id": "d2_s0389_P2_v3", "cached_question": "What F1 score does the proposed model achieve on WebQA using word-based input?", "cached_answer": "74.69%.", "new_query": "I need the F1 score that the proposed model gets on WebQA when word-based input is used."}
{"pair_id": "d2_s0389_P3_v1", "cached_question": "What F1 score does the proposed model achieve on WebQA using word-based input?", "cached_answer": "74.69%.", "new_query": "wat f1 does the proposed model get on webqa w/ word-based input?"}
{"pair_id": "d2_s0389_P3_v2", "cached_question": "What F1 score does the proposed model achieve on WebQA using word-based input?", "cached_answer": "74.69%.", "new_query": "proposed model f1 on WebQA using word based input??"}
{"pair_id": "d2_s0390_N3_v1", "cached_question": "How much does performance drop when the model uses character-based input instead of word-based input, and what F1 score does it reach?", "cached_answer": "Performance drops only 3.72 F1 points, giving an F1 score of 70.97% with character-based input, compared to 74.69% with word-based input.", "new_query": "How much does performance drop when the model uses subword-based input instead of word-based input, and what F1 score does it reach?"}
{"pair_id": "d2_s0390_N3_v2", "cached_question": "How much does performance drop when the model uses character-based input instead of word-based input, and what F1 score does it reach?", "cached_answer": "Performance drops only 3.72 F1 points, giving an F1 score of 70.97% with character-based input, compared to 74.69% with word-based input.", "new_query": "How much does performance drop when the model uses character-based input instead of word-based input, and what accuracy does it reach?"}
