You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0701
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d3_s0704_P1_v1", "cached_question": "What name does the React docs example give to the context used for heading levels?", "cached_answer": "The context is named LevelContext.", "new_query": "In the React docs example, what is the heading-level context called?"}
{"pair_id": "d3_s0704_P1_v3", "cached_question": "What name does the React docs example give to the context used for heading levels?", "cached_answer": "The context is named LevelContext.", "new_query": "What is the identifier of the heading level context in the React documentation example?"}
{"pair_id": "d3_s0704_P1_v4", "cached_question": "What name does the React docs example give to the context used for heading levels?", "cached_answer": "The context is named LevelContext.", "new_query": "How is the context for heading levels named in the React docs sample?"}
{"pair_id": "d3_s0704_P2_v1", "cached_question": "What name does the React docs example give to the context used for heading levels?", "cached_answer": "The context is named LevelContext.", "new_query": "Tell me the name the React docs example uses for its heading level context."}
{"pair_id": "d3_s0704_P2_v3", "cached_question": "What name does the React docs example give to the context used for heading levels?", "cached_answer": "The context is named LevelContext.", "new_query": "I'm looking for the name given to the heading-level context in the React docs example."}
{"pair_id": "d3_s0704_P3_v1", "cached_question": "What name does the React docs example give to the context used for heading levels?", "cached_answer": "The context is named LevelContext.", "new_query": "whats the name of the heading level context in the react docs example?"}
{"pair_id": "d3_s0704_P3_v2", "cached_question": "What name does the React docs example give to the context used for heading levels?", "cached_answer": "The context is named LevelContext.", "new_query": "react docs example - name of the context used for heading lvls??"}
{"pair_id": "d3_s0708_N1_v1", "cached_question": "What two props are passed to the Avatar component in the React docs example, and what type is each?", "cached_answer": "The example passes a `person` prop, which is an object, and a `size` prop, which is a number.", "new_query": "How does the Avatar component in the React docs example use its props inside the JSX?"}
{"pair_id": "d3_s0708_N3_v1", "cached_question": "What two props are passed to the Avatar component in the React docs example, and what type is each?", "cached_answer": "The example passes a `person` prop, which is an object, and a `size` prop, which is a number.", "new_query": "What two props are passed to the Card component in the React docs example, and what type is each?"}
{"pair_id": "d3_s0708_N3_v2", "cached_question": "What two props are passed to the Avatar component in the React docs example, and what type is each?", "cached_answer": "The example passes a `person` prop, which is an object, and a `size` prop, which is a number.", "new_query": "What two props are passed to the Profile component in the React docs example, and what type is each?"}
{"pair_id": "d3_s0708_N4_v1", "cached_question": "What two props are passed to the Avatar component in the React docs example, and what type is each?", "cached_answer": "The example passes a `person` prop, which is an object, and a `size` prop, which is a number.", "new_query": "Which props does the Avatar component in the React docs example not accept?"}
{"pair_id": "d3_s0708_N6_v1", "cached_question": "What two props are passed to the Avatar component in the React docs example, and what type is each?", "cached_answer": "The example passes a `person` prop, which is an object, and a `size` prop, which is a number.", "new_query": "How does the Avatar component destructure its props in the React docs example?"}
{"pair_id": "d3_s0708_P1_v1", "cached_question": "What two props are passed to the Avatar component in the React docs example, and what type is each?", "cached_answer": "The example passes a `person` prop, which is an object, and a `size` prop, which is a number.", "new_query": "In the React docs example, which two props does Avatar receive, and what is the type of each?"}
{"pair_id": "d3_s0708_P1_v2", "cached_question": "What two props are passed to the Avatar component in the React docs example, and what type is each?", "cached_answer": "The example passes a `person` prop, which is an object, and a `size` prop, which is a number.", "new_query": "What is the name and type of each of the two props given to Avatar in the React documentation example?"}
{"pair_id": "d3_s0708_P1_v4", "cached_question": "What two props are passed to the Avatar component in the React docs example, and what type is each?", "cached_answer": "The example passes a `person` prop, which is an object, and a `size` prop, which is a number.", "new_query": "Which pair of props does the docs' Avatar component accept, and of what type is each one?"}
{"pair_id": "d3_s0708_P2_v1", "cached_question": "What two props are passed to the Avatar component in the React docs example, and what type is each?", "cached_answer": "The example passes a `person` prop, which is an object, and a `size` prop, which is a number.", "new_query": "List the two props passed to Avatar in the React docs example along with their types."}
{"pair_id": "d3_s0708_P2_v3", "cached_question": "What two props are passed to the Avatar component in the React docs example, and what type is each?", "cached_answer": "The example passes a `person` prop, which is an object, and a `size` prop, which is a number.", "new_query": "I need the two Avatar props from the React docs example, with the type of each."}
{"pair_id": "d3_s0708_P2_v4", "cached_question": "What two props are passed to the Avatar component in the React docs example, and what type is each?", "cached_answer": "The example passes a `person` prop, which is an object, and a `size` prop, which is a number.", "new_query": "Tell me which two props go into the React docs' Avatar component and what type each one is."}
