You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0586
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0523_N2_v1", "cached_question": "How much larger is the BookTest dataset compared to the Children's Book Test (CBT)?", "cached_answer": "BookTest is more than 60 times larger than the Children's Book Test.", "new_query": "How much larger is the BookTest validation set compared to the Children's Book Test validation set?"}
{"pair_id": "d2_s0523_N2_v2", "cached_question": "How much larger is the BookTest dataset compared to the Children's Book Test (CBT)?", "cached_answer": "BookTest is more than 60 times larger than the Children's Book Test.", "new_query": "How much larger is the named-entity portion of BookTest compared to that of CBT?"}
{"pair_id": "d2_s0523_N3_v2", "cached_question": "How much larger is the BookTest dataset compared to the Children's Book Test (CBT)?", "cached_answer": "BookTest is more than 60 times larger than the Children's Book Test.", "new_query": "How much larger is the BookCorpus dataset compared to the Children's Book Test (CBT)?"}
{"pair_id": "d2_s0523_N5_v1", "cached_question": "How much larger is the BookTest dataset compared to the Children's Book Test (CBT)?", "cached_answer": "BookTest is more than 60 times larger than the Children's Book Test.", "new_query": "At most how many times larger is BookTest than the Children's Book Test (CBT)?"}
{"pair_id": "d2_s0523_N5_v4", "cached_question": "How much larger is the BookTest dataset compared to the Children's Book Test (CBT)?", "cached_answer": "BookTest is more than 60 times larger than the Children's Book Test.", "new_query": "How much larger is BookTest than the largest of the CBT subsets?"}
{"pair_id": "d2_s0523_P1_v2", "cached_question": "How much larger is the BookTest dataset compared to the Children's Book Test (CBT)?", "cached_answer": "BookTest is more than 60 times larger than the Children's Book Test.", "new_query": "How much bigger is BookTest than the Children's Book Test?"}
{"pair_id": "d2_s0523_P1_v4", "cached_question": "How much larger is the BookTest dataset compared to the Children's Book Test (CBT)?", "cached_answer": "BookTest is more than 60 times larger than the Children's Book Test.", "new_query": "How many times the size of the Children's Book Test is the BookTest dataset?"}
{"pair_id": "d2_s0523_P2_v2", "cached_question": "How much larger is the BookTest dataset compared to the Children's Book Test (CBT)?", "cached_answer": "BookTest is more than 60 times larger than the Children's Book Test.", "new_query": "Tell me by how much the BookTest dataset outsizes the Children's Book Test (CBT)."}
{"pair_id": "d2_s0523_P2_v3", "cached_question": "How much larger is the BookTest dataset compared to the Children's Book Test (CBT)?", "cached_answer": "BookTest is more than 60 times larger than the Children's Book Test.", "new_query": "The Children's Book Test is how many times smaller than the BookTest dataset?"}
{"pair_id": "d2_s0523_P2_v4", "cached_question": "How much larger is the BookTest dataset compared to the Children's Book Test (CBT)?", "cached_answer": "BookTest is more than 60 times larger than the Children's Book Test.", "new_query": "I'd like to know the size ratio of BookTest to the Children's Book Test (CBT)."}
{"pair_id": "d2_s0523_P3_v1", "cached_question": "How much larger is the BookTest dataset compared to the Children's Book Test (CBT)?", "cached_answer": "BookTest is more than 60 times larger than the Children's Book Test.", "new_query": "how much bigger is booktest vs cbt?"}
