You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0595
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0598_P3_v4", "cached_question": "On which three tasks were QRNNs evaluated in this paper?", "cached_answer": "QRNNs were evaluated on language modeling, sentiment classification, and character-level neural machine translation.", "new_query": "which three tasks were qrnns evaluted on in ths paper"}
{"pair_id": "d2_s0602_N1_v2", "cached_question": "What is an acoustic word embedding?", "cached_answer": "It is a fixed-dimensional vector representation of a variable-length spoken word segment.", "new_query": "What are acoustic word embeddings used for in speech systems?"}
{"pair_id": "d2_s0602_N2_v1", "cached_question": "What is an acoustic word embedding?", "cached_answer": "It is a fixed-dimensional vector representation of a variable-length spoken word segment.", "new_query": "What is a multi-view acoustic word embedding?"}
{"pair_id": "d2_s0602_N2_v2", "cached_question": "What is an acoustic word embedding?", "cached_answer": "It is a fixed-dimensional vector representation of a variable-length spoken word segment.", "new_query": "What is a word embedding?"}
{"pair_id": "d2_s0602_N3_v1", "cached_question": "What is an acoustic word embedding?", "cached_answer": "It is a fixed-dimensional vector representation of a variable-length spoken word segment.", "new_query": "What is an acoustic sentence embedding?"}
{"pair_id": "d2_s0602_N3_v2", "cached_question": "What is an acoustic word embedding?", "cached_answer": "It is a fixed-dimensional vector representation of a variable-length spoken word segment.", "new_query": "What is a phonetic word embedding?"}
{"pair_id": "d2_s0602_P2_v1", "cached_question": "What is an acoustic word embedding?", "cached_answer": "It is a fixed-dimensional vector representation of a variable-length spoken word segment.", "new_query": "Give me a definition of an acoustic word embedding."}
{"pair_id": "d2_s0602_P2_v3", "cached_question": "What is an acoustic word embedding?", "cached_answer": "It is a fixed-dimensional vector representation of a variable-length spoken word segment.", "new_query": "Define the concept referred to as an acoustic word embedding."}
{"pair_id": "d2_s0602_P2_v4", "cached_question": "What is an acoustic word embedding?", "cached_answer": "It is a fixed-dimensional vector representation of a variable-length spoken word segment.", "new_query": "I'd like to know what an acoustic word embedding refers to."}
{"pair_id": "d2_s0602_P3_v2", "cached_question": "What is an acoustic word embedding?", "cached_answer": "It is a fixed-dimensional vector representation of a variable-length spoken word segment.", "new_query": "acoustic word embedding = ??"}
{"pair_id": "d2_s0602_P3_v3", "cached_question": "What is an acoustic word embedding?", "cached_answer": "It is a fixed-dimensional vector representation of a variable-length spoken word segment.", "new_query": "whats a acoustic word embedding exactly"}
