You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0576
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0438_N1_v1", "cached_question": "What examination does the paper use as the basis for its machine listening comprehension task?", "cached_answer": "The TOEFL listening comprehension test, a challenging academic English exam for learners whose native language is not English.", "new_query": "What model does the paper propose for its machine listening comprehension task?"}
{"pair_id": "d2_s0438_N2_v1", "cached_question": "What examination does the paper use as the basis for its machine listening comprehension task?", "cached_answer": "The TOEFL listening comprehension test, a challenging academic English exam for learners whose native language is not English.", "new_query": "Which section of the exam does the paper use as the basis for its machine listening comprehension task?"}
{"pair_id": "d2_s0438_N3_v1", "cached_question": "What examination does the paper use as the basis for its machine listening comprehension task?", "cached_answer": "The TOEFL listening comprehension test, a challenging academic English exam for learners whose native language is not English.", "new_query": "What examination does the paper use as the basis for its machine reading comprehension task?"}
{"pair_id": "d2_s0438_N3_v2", "cached_question": "What examination does the paper use as the basis for its machine listening comprehension task?", "cached_answer": "The TOEFL listening comprehension test, a challenging academic English exam for learners whose native language is not English.", "new_query": "What examination does the paper use as the basis for its machine question answering task?"}
{"pair_id": "d2_s0438_N5_v1", "cached_question": "What examination does the paper use as the basis for its machine listening comprehension task?", "cached_answer": "The TOEFL listening comprehension test, a challenging academic English exam for learners whose native language is not English.", "new_query": "What is the most difficult exam the paper considers for its machine listening comprehension task?"}
{"pair_id": "d2_s0438_N5_v2", "cached_question": "What examination does the paper use as the basis for its machine listening comprehension task?", "cached_answer": "The TOEFL listening comprehension test, a challenging academic English exam for learners whose native language is not English.", "new_query": "What is the easiest examination the paper considers for machine listening comprehension?"}
{"pair_id": "d2_s0438_P1_v1", "cached_question": "What examination does the paper use as the basis for its machine listening comprehension task?", "cached_answer": "The TOEFL listening comprehension test, a challenging academic English exam for learners whose native language is not English.", "new_query": "Which exam serves as the basis for the paper's machine listening comprehension task?"}
{"pair_id": "d2_s0438_P1_v2", "cached_question": "What examination does the paper use as the basis for its machine listening comprehension task?", "cached_answer": "The TOEFL listening comprehension test, a challenging academic English exam for learners whose native language is not English.", "new_query": "What test does the paper build its machine listening comprehension task on?"}
{"pair_id": "d2_s0438_P1_v3", "cached_question": "What examination does the paper use as the basis for its machine listening comprehension task?", "cached_answer": "The TOEFL listening comprehension test, a challenging academic English exam for learners whose native language is not English.", "new_query": "Which examination did the authors adopt as the foundation of their machine listening comprehension task?"}
{"pair_id": "d2_s0438_P1_v4", "cached_question": "What examination does the paper use as the basis for its machine listening comprehension task?", "cached_answer": "The TOEFL listening comprehension test, a challenging academic English exam for learners whose native language is not English.", "new_query": "The paper's machine listening comprehension task is built on which standardized exam?"}
{"pair_id": "d2_s0438_P2_v1", "cached_question": "What examination does the paper use as the basis for its machine listening comprehension task?", "cached_answer": "The TOEFL listening comprehension test, a challenging academic English exam for learners whose native language is not English.", "new_query": "Tell me the exam that the paper's machine listening comprehension task is based on."}
{"pair_id": "d2_s0438_P2_v3", "cached_question": "What examination does the paper use as the basis for its machine listening comprehension task?", "cached_answer": "The TOEFL listening comprehension test, a challenging academic English exam for learners whose native language is not English.", "new_query": "For the machine listening comprehension task in the paper, which exam was chosen as the basis?"}
{"pair_id": "d2_s0438_P2_v4", "cached_question": "What examination does the paper use as the basis for its machine listening comprehension task?", "cached_answer": "The TOEFL listening comprehension test, a challenging academic English exam for learners whose native language is not English.", "new_query": "Name the examination underlying the machine listening comprehension task introduced in the paper."}
