You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0743
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d4_s0197_N5_v2", "cached_question": "What is the most common type of childhood liver cancer, and what age group does it usually affect?", "cached_answer": "Hepatoblastoma is the most common type of childhood liver cancer; it usually affects children younger than 3 years of age.", "new_query": "What is the oldest age at which the most common childhood liver cancer usually occurs?"}
{"pair_id": "d4_s0197_P1_v3", "cached_question": "What is the most common type of childhood liver cancer, and what age group does it usually affect?", "cached_answer": "Hepatoblastoma is the most common type of childhood liver cancer; it usually affects children younger than 3 years of age.", "new_query": "Which liver cancer occurs most often in kids, and in what age range?"}
{"pair_id": "d4_s0197_P1_v4", "cached_question": "What is the most common type of childhood liver cancer, and what age group does it usually affect?", "cached_answer": "Hepatoblastoma is the most common type of childhood liver cancer; it usually affects children younger than 3 years of age.", "new_query": "Name the most frequent childhood liver cancer and the age group it usually involves."}
{"pair_id": "d4_s0197_P2_v1", "cached_question": "What is the most common type of childhood liver cancer, and what age group does it usually affect?", "cached_answer": "Hepatoblastoma is the most common type of childhood liver cancer; it usually affects children younger than 3 years of age.", "new_query": "Tell me the most common childhood liver cancer and the age group it usually affects."}
{"pair_id": "d4_s0197_P2_v3", "cached_question": "What is the most common type of childhood liver cancer, and what age group does it usually affect?", "cached_answer": "Hepatoblastoma is the most common type of childhood liver cancer; it usually affects children younger than 3 years of age.", "new_query": "I'd like to know which childhood liver cancer is most common and who it usually affects by age."}
{"pair_id": "d4_s0197_P3_v1", "cached_question": "What is the most common type of childhood liver cancer, and what age group does it usually affect?", "cached_answer": "Hepatoblastoma is the most common type of childhood liver cancer; it usually affects children younger than 3 years of age.", "new_query": "wats the most common childhood liver cancer n what age group?"}
{"pair_id": "d4_s0197_P3_v2", "cached_question": "What is the most common type of childhood liver cancer, and what age group does it usually affect?", "cached_answer": "Hepatoblastoma is the most common type of childhood liver cancer; it usually affects children younger than 3 years of age.", "new_query": "most common liver cancer in kids?? + usual age"}
{"pair_id": "d4_s0197_P3_v3", "cached_question": "What is the most common type of childhood liver cancer, and what age group does it usually affect?", "cached_answer": "Hepatoblastoma is the most common type of childhood liver cancer; it usually affects children younger than 3 years of age.", "new_query": "commonest childhood liver cancr and the age grp it affects"}
{"pair_id": "d4_s0197_P3_v4", "cached_question": "What is the most common type of childhood liver cancer, and what age group does it usually affect?", "cached_answer": "Hepatoblastoma is the most common type of childhood liver cancer; it usually affects children younger than 3 years of age.", "new_query": "which liver cancer is msot common in children and at wat age"}
{"pair_id": "d4_s0198_N3_v1", "cached_question": "Which type of childhood liver cancer usually affects older children and adolescents and is more common in parts of Asia with high hepatitis rates?", "cached_answer": "Hepatocellular carcinoma usually affects older children and adolescents and is more common in areas of Asia with high rates of hepatitis infection than in the U.S.", "new_query": "Which type of childhood liver cancer usually affects older children and adolescents and is more common in parts of Africa with high hepatitis rates?"}
{"pair_id": "d4_s0198_N4_v1", "cached_question": "Which type of childhood liver cancer usually affects older children and adolescents and is more common in parts of Asia with high hepatitis rates?", "cached_answer": "Hepatocellular carcinoma usually affects older children and adolescents and is more common in areas of Asia with high rates of hepatitis infection than in the U.S.", "new_query": "Which type of childhood liver cancer usually affects younger children rather than older children and adolescents?"}
