You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0617
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0802_P2_v3", "cached_question": "How many different versions of the TWNERTC dataset were constructed?", "cached_answer": "Six different dataset versions were constructed.", "new_query": "I need the number of different TWNERTC dataset versions that were built."}
{"pair_id": "d2_s0802_P3_v2", "cached_question": "How many different versions of the TWNERTC dataset were constructed?", "cached_answer": "Six different dataset versions were constructed.", "new_query": "TWNERTC dataset — how many versions did they make??"}
{"pair_id": "d2_s0802_P3_v3", "cached_question": "How many different versions of the TWNERTC dataset were constructed?", "cached_answer": "Six different dataset versions were constructed.", "new_query": "hw many diff versions of the twnertc datset wer constructed"}
{"pair_id": "d2_s0806_N2_v1", "cached_question": "What are the four components that make up a Hybrid Code Network?", "cached_answer": "A Hybrid Code Network consists of a recurrent neural network, domain-specific software, domain-specific action templates, and a conventional entity extraction module for identifying entity mentions in text.", "new_query": "What are the parts of the domain-specific software inside a Hybrid Code Network?"}
{"pair_id": "d2_s0806_N5_v1", "cached_question": "What are the four components that make up a Hybrid Code Network?", "cached_answer": "A Hybrid Code Network consists of a recurrent neural network, domain-specific software, domain-specific action templates, and a conventional entity extraction module for identifying entity mentions in text.", "new_query": "What is the first component of a Hybrid Code Network in its processing pipeline?"}
{"pair_id": "d2_s0806_N6_v2", "cached_question": "What are the four components that make up a Hybrid Code Network?", "cached_answer": "A Hybrid Code Network consists of a recurrent neural network, domain-specific software, domain-specific action templates, and a conventional entity extraction module for identifying entity mentions in text.", "new_query": "How do the four components of a Hybrid Code Network interact at inference time?"}
{"pair_id": "d2_s0806_P1_v2", "cached_question": "What are the four components that make up a Hybrid Code Network?", "cached_answer": "A Hybrid Code Network consists of a recurrent neural network, domain-specific software, domain-specific action templates, and a conventional entity extraction module for identifying entity mentions in text.", "new_query": "What four elements are combined in a Hybrid Code Network?"}
{"pair_id": "d2_s0806_P1_v4", "cached_question": "What are the four components that make up a Hybrid Code Network?", "cached_answer": "A Hybrid Code Network consists of a recurrent neural network, domain-specific software, domain-specific action templates, and a conventional entity extraction module for identifying entity mentions in text.", "new_query": "Can you list the four building blocks of a Hybrid Code Network?"}
{"pair_id": "d2_s0806_P2_v1", "cached_question": "What are the four components that make up a Hybrid Code Network?", "cached_answer": "A Hybrid Code Network consists of a recurrent neural network, domain-specific software, domain-specific action templates, and a conventional entity extraction module for identifying entity mentions in text.", "new_query": "List the four components a Hybrid Code Network is made of."}
{"pair_id": "d2_s0806_P2_v2", "cached_question": "What are the four components that make up a Hybrid Code Network?", "cached_answer": "A Hybrid Code Network consists of a recurrent neural network, domain-specific software, domain-specific action templates, and a conventional entity extraction module for identifying entity mentions in text.", "new_query": "A Hybrid Code Network is composed of four things — what are they?"}
{"pair_id": "d2_s0806_P2_v3", "cached_question": "What are the four components that make up a Hybrid Code Network?", "cached_answer": "A Hybrid Code Network consists of a recurrent neural network, domain-specific software, domain-specific action templates, and a conventional entity extraction module for identifying entity mentions in text.", "new_query": "I'd like the four constituent modules of a Hybrid Code Network."}
