You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0588
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0537_P3_v2", "cached_question": "How many total sessions and minutes of data were collected across all dyads in this study?", "cached_answer": "A total of 60 sessions were collected, amounting to 5400 minutes of data, from 5 hourly sessions per dyad over 5 weeks.", "new_query": "total sesions and minutes of data collected accross all dyads??"}
{"pair_id": "d2_s0537_P3_v3", "cached_question": "How many total sessions and minutes of data were collected across all dyads in this study?", "cached_answer": "A total of 60 sessions were collected, amounting to 5400 minutes of data, from 5 hourly sessions per dyad over 5 weeks.", "new_query": "whats the total no. of sessions & minutes of data collcted from all the dyads"}
{"pair_id": "d2_s0537_P3_v4", "cached_question": "How many total sessions and minutes of data were collected across all dyads in this study?", "cached_answer": "A total of 60 sessions were collected, amounting to 5400 minutes of data, from 5 hourly sessions per dyad over 5 weeks.", "new_query": "how much data did they collect overall — sessions n minutes across all dyads"}
{"pair_id": "d2_s0538_N2_v1", "cached_question": "What F1 score did the proposed model achieve for recognizing social norm violation?", "cached_answer": "The model achieved an F1 score of 0.705 using long-term temporal and contextual information.", "new_query": "What F1 score did the proposed model achieve for recognizing social norm violation in teasing exchanges?"}
{"pair_id": "d2_s0538_N2_v2", "cached_question": "What F1 score did the proposed model achieve for recognizing social norm violation?", "cached_answer": "The model achieved an F1 score of 0.705 using long-term temporal and contextual information.", "new_query": "What F1 score did the proposed model achieve across all conversational behaviours, not just norm violation?"}
{"pair_id": "d2_s0538_N3_v1", "cached_question": "What F1 score did the proposed model achieve for recognizing social norm violation?", "cached_answer": "The model achieved an F1 score of 0.705 using long-term temporal and contextual information.", "new_query": "What F1 score did the baseline model achieve for recognizing social norm violation?"}
{"pair_id": "d2_s0538_N5_v1", "cached_question": "What F1 score did the proposed model achieve for recognizing social norm violation?", "cached_answer": "The model achieved an F1 score of 0.705 using long-term temporal and contextual information.", "new_query": "What is the lowest F1 score reported for recognizing social norm violation in the paper?"}
{"pair_id": "d2_s0538_N6_v2", "cached_question": "What F1 score did the proposed model achieve for recognizing social norm violation?", "cached_answer": "The model achieved an F1 score of 0.705 using long-term temporal and contextual information.", "new_query": "By how much did the proposed model's F1 for social norm violation beat the baseline?"}
{"pair_id": "d2_s0538_P1_v1", "cached_question": "What F1 score did the proposed model achieve for recognizing social norm violation?", "cached_answer": "The model achieved an F1 score of 0.705 using long-term temporal and contextual information.", "new_query": "What F1 did the proposed model reach on social norm violation recognition?"}
{"pair_id": "d2_s0538_P1_v2", "cached_question": "What F1 score did the proposed model achieve for recognizing social norm violation?", "cached_answer": "The model achieved an F1 score of 0.705 using long-term temporal and contextual information.", "new_query": "Which F1 score does the proposed model obtain when detecting social norm violation?"}
{"pair_id": "d2_s0538_P1_v4", "cached_question": "What F1 score did the proposed model achieve for recognizing social norm violation?", "cached_answer": "The model achieved an F1 score of 0.705 using long-term temporal and contextual information.", "new_query": "What was the proposed model's F1 measure for recognizing violations of social norms?"}
{"pair_id": "d2_s0538_P2_v1", "cached_question": "What F1 score did the proposed model achieve for recognizing social norm violation?", "cached_answer": "The model achieved an F1 score of 0.705 using long-term temporal and contextual information.", "new_query": "Report the F1 score achieved by the proposed model on social norm violation recognition."}
{"pair_id": "d2_s0538_P2_v2", "cached_question": "What F1 score did the proposed model achieve for recognizing social norm violation?", "cached_answer": "The model achieved an F1 score of 0.705 using long-term temporal and contextual information.", "new_query": "For recognizing social norm violation, an F1 score of what was achieved by the proposed model?"}
{"pair_id": "d2_s0538_P2_v4", "cached_question": "What F1 score did the proposed model achieve for recognizing social norm violation?", "cached_answer": "The model achieved an F1 score of 0.705 using long-term temporal and contextual information.", "new_query": "I need the F1 figure the proposed model got for social norm violation recognition."}
{"pair_id": "d2_s0538_P3_v4", "cached_question": "What F1 score did the proposed model achieve for recognizing social norm violation?", "cached_answer": "The model achieved an F1 score of 0.705 using long-term temporal and contextual information.", "new_query": "how much f1 did their model hit on social norm violation recog"}
{"pair_id": "d2_s0542_N2_v1", "cached_question": "How many people and how many gangs are estimated to be active in the United States?", "cached_answer": "Over 1.4 million people, belonging to more than 33,000 gangs, are active in the United States.", "new_query": "How many people and how many gangs are estimated to be active in Chicago?"}
{"pair_id": "d2_s0542_N2_v2", "cached_question": "How many people and how many gangs are estimated to be active in the United States?", "cached_answer": "Over 1.4 million people, belonging to more than 33,000 gangs, are active in the United States.", "new_query": "How many juvenile members and how many gangs are estimated to be active in the United States?"}
{"pair_id": "d2_s0542_N3_v1", "cached_question": "How many people and how many gangs are estimated to be active in the United States?", "cached_answer": "Over 1.4 million people, belonging to more than 33,000 gangs, are active in the United States.", "new_query": "How many people and how many gangs are estimated to be active in Mexico?"}
{"pair_id": "d2_s0542_N3_v2", "cached_question": "How many people and how many gangs are estimated to be active in the United States?", "cached_answer": "Over 1.4 million people, belonging to more than 33,000 gangs, are active in the United States.", "new_query": "How many people and how many drug cartels are estimated to be active in the United States?"}
{"pair_id": "d2_s0542_N4_v1", "cached_question": "How many people and how many gangs are estimated to be active in the United States?", "cached_answer": "Over 1.4 million people, belonging to more than 33,000 gangs, are active in the United States.", "new_query": "How many people in the United States are estimated to be inactive gang members?"}
