You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0558
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0263_P3_v3", "cached_question": "What is Deep Entity Recognition (DeepER) and what does it allow?", "cached_answer": "DeepER is a novel entity recognition technique introduced in the paper that allows a comprehensive search of all forms of entity references matching a given WordNet synset, based on a previously assembled entity library.", "new_query": "deep entity recognition / deeper - what is it + what does it let u do??"}
{"pair_id": "d2_s0263_P3_v4", "cached_question": "What is Deep Entity Recognition (DeepER) and what does it allow?", "cached_answer": "DeepER is a novel entity recognition technique introduced in the paper that allows a comprehensive search of all forms of entity references matching a given WordNet synset, based on a previously assembled entity library.", "new_query": "whats deepER (deep entity recogniton) and wat does it allw"}
{"pair_id": "d2_s0264_N1_v1", "cached_question": "How was the DeepER entity library created?", "cached_answer": "It was created by analysing the first sentences of encyclopaedia entries, along with disambiguation and redirect pages.", "new_query": "How large is the DeepER entity library?"}
{"pair_id": "d2_s0264_N2_v1", "cached_question": "How was the DeepER entity library created?", "cached_answer": "It was created by analysing the first sentences of encyclopaedia entries, along with disambiguation and redirect pages.", "new_query": "How was the disambiguation-page portion of the DeepER entity library created?"}
{"pair_id": "d2_s0264_N2_v2", "cached_question": "How was the DeepER entity library created?", "cached_answer": "It was created by analysing the first sentences of encyclopaedia entries, along with disambiguation and redirect pages.", "new_query": "How were all of DeepER's resources, not just the entity library, created?"}
{"pair_id": "d2_s0264_N3_v1", "cached_question": "How was the DeepER entity library created?", "cached_answer": "It was created by analysing the first sentences of encyclopaedia entries, along with disambiguation and redirect pages.", "new_query": "How was the DeepER relation library created?"}
{"pair_id": "d2_s0264_N3_v2", "cached_question": "How was the DeepER entity library created?", "cached_answer": "It was created by analysing the first sentences of encyclopaedia entries, along with disambiguation and redirect pages.", "new_query": "How was the DeepType entity library created?"}
{"pair_id": "d2_s0264_N6_v2", "cached_question": "How was the DeepER entity library created?", "cached_answer": "It was created by analysing the first sentences of encyclopaedia entries, along with disambiguation and redirect pages.", "new_query": "How is the DeepER entity library kept up to date after its creation?"}
{"pair_id": "d2_s0264_P1_v3", "cached_question": "How was the DeepER entity library created?", "cached_answer": "It was created by analysing the first sentences of encyclopaedia entries, along with disambiguation and redirect pages.", "new_query": "What process was used to produce the DeepER entity library?"}
{"pair_id": "d2_s0264_P2_v3", "cached_question": "How was the DeepER entity library created?", "cached_answer": "It was created by analysing the first sentences of encyclopaedia entries, along with disambiguation and redirect pages.", "new_query": "Tell me the procedure behind the creation of DeepER's entity library."}
{"pair_id": "d2_s0264_P2_v4", "cached_question": "How was the DeepER entity library created?", "cached_answer": "It was created by analysing the first sentences of encyclopaedia entries, along with disambiguation and redirect pages.", "new_query": "What did the authors do in order to create the DeepER entity library?"}
