You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0876
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d5_s0336_N4_v1", "cached_question": "Sinh viên học chuyên ngành nào được miễn học phí theo quy định tại Điều 15?", "cached_answer": "Sinh viên học chuyên ngành Mác-Lênin và Tư tưởng Hồ Chí Minh.", "new_query": "Sinh viên học chuyên ngành nào chỉ được giảm học phí chứ không được miễn theo Điều 15?"}
{"pair_id": "d5_s0336_N4_v3", "cached_question": "Sinh viên học chuyên ngành nào được miễn học phí theo quy định tại Điều 15?", "cached_answer": "Sinh viên học chuyên ngành Mác-Lênin và Tư tưởng Hồ Chí Minh.", "new_query": "Sinh viên học chuyên ngành nào không thuộc diện được miễn học phí theo Điều 15?"}
{"pair_id": "d5_s0336_N5_v4", "cached_question": "Sinh viên học chuyên ngành nào được miễn học phí theo quy định tại Điều 15?", "cached_answer": "Sinh viên học chuyên ngành Mác-Lênin và Tư tưởng Hồ Chí Minh.", "new_query": "Mức miễn học phí tối thiểu áp dụng cho sinh viên theo Điều 15 là bao nhiêu?"}
{"pair_id": "d5_s0336_P2_v1", "cached_question": "Sinh viên học chuyên ngành nào được miễn học phí theo quy định tại Điều 15?", "cached_answer": "Sinh viên học chuyên ngành Mác-Lênin và Tư tưởng Hồ Chí Minh.", "new_query": "Cho tôi biết chuyên ngành nào mà sinh viên được miễn học phí theo Điều 15."}
{"pair_id": "d5_s0336_P2_v3", "cached_question": "Sinh viên học chuyên ngành nào được miễn học phí theo quy định tại Điều 15?", "cached_answer": "Sinh viên học chuyên ngành Mác-Lênin và Tư tưởng Hồ Chí Minh.", "new_query": "Nếu muốn được miễn học phí theo Điều 15 thì sinh viên phải học chuyên ngành nào?"}
{"pair_id": "d5_s0337_N1_v1", "cached_question": "Cơ sở giáo dục phải công khai điều gì trước khi tuyển sinh hoặc xét tuyển?", "cached_answer": "Phải công bố, công khai mức thu học phí và chi phí đào tạo cho từng năm học, cấp học.", "new_query": "Cơ sở giáo dục phải công khai mức thu học phí bằng hình thức nào?"}
{"pair_id": "d5_s0337_N1_v2", "cached_question": "Cơ sở giáo dục phải công khai điều gì trước khi tuyển sinh hoặc xét tuyển?", "cached_answer": "Phải công bố, công khai mức thu học phí và chi phí đào tạo cho từng năm học, cấp học.", "new_query": "Cơ sở giáo dục phải công khai thông tin tuyển sinh trước thời điểm nào?"}
{"pair_id": "d5_s0337_N2_v1", "cached_question": "Cơ sở giáo dục phải công khai điều gì trước khi tuyển sinh hoặc xét tuyển?", "cached_answer": "Phải công bố, công khai mức thu học phí và chi phí đào tạo cho từng năm học, cấp học.", "new_query": "Cơ sở giáo dục ngoài công lập phải công khai điều gì trước khi tuyển sinh hoặc xét tuyển?"}
{"pair_id": "d5_s0337_N2_v2", "cached_question": "Cơ sở giáo dục phải công khai điều gì trước khi tuyển sinh hoặc xét tuyển?", "cached_answer": "Phải công bố, công khai mức thu học phí và chi phí đào tạo cho từng năm học, cấp học.", "new_query": "Cơ sở giáo dục phải công khai điều gì về các khoản thu dịch vụ ngoài học phí trước khi tuyển sinh?"}
{"pair_id": "d5_s0337_N3_v2", "cached_question": "Cơ sở giáo dục phải công khai điều gì trước khi tuyển sinh hoặc xét tuyển?", "cached_answer": "Phải công bố, công khai mức thu học phí và chi phí đào tạo cho từng năm học, cấp học.", "new_query": "Cơ sở giáo dục phải công khai điều gì trước khi tổ chức thi tốt nghiệp?"}
{"pair_id": "d5_s0337_N4_v1", "cached_question": "Cơ sở giáo dục phải công khai điều gì trước khi tuyển sinh hoặc xét tuyển?", "cached_answer": "Phải công bố, công khai mức thu học phí và chi phí đào tạo cho từng năm học, cấp học.", "new_query": "Cơ sở giáo dục không phải công khai nội dung nào trước khi tuyển sinh hoặc xét tuyển?"}
