You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0608
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0728_N5_v1", "cached_question": "What context representation methods did Wang and Cho explore for corpus-level discourse information in language modeling?", "cached_answer": "They explored bag-of-words, sequence of bag-of-words, and sequence of bag-of-words with attention.", "new_query": "Which context representation method did Wang and Cho find best for corpus-level discourse?"}
{"pair_id": "d2_s0728_P1_v2", "cached_question": "What context representation methods did Wang and Cho explore for corpus-level discourse information in language modeling?", "cached_answer": "They explored bag-of-words, sequence of bag-of-words, and sequence of bag-of-words with attention.", "new_query": "What context encoding schemes did Wang and Cho try for capturing corpus-level discourse information?"}
{"pair_id": "d2_s0728_P1_v4", "cached_question": "What context representation methods did Wang and Cho explore for corpus-level discourse information in language modeling?", "cached_answer": "They explored bag-of-words, sequence of bag-of-words, and sequence of bag-of-words with attention.", "new_query": "What approaches to representing context did Wang and Cho study for discourse information at the corpus level?"}
{"pair_id": "d2_s0728_P2_v1", "cached_question": "What context representation methods did Wang and Cho explore for corpus-level discourse information in language modeling?", "cached_answer": "They explored bag-of-words, sequence of bag-of-words, and sequence of bag-of-words with attention.", "new_query": "List the context representation methods explored by Wang and Cho for corpus-level discourse information in language modeling."}
{"pair_id": "d2_s0728_P2_v2", "cached_question": "What context representation methods did Wang and Cho explore for corpus-level discourse information in language modeling?", "cached_answer": "They explored bag-of-words, sequence of bag-of-words, and sequence of bag-of-words with attention.", "new_query": "Corpus-level discourse information in language modeling was represented by Wang and Cho in which ways?"}
{"pair_id": "d2_s0728_P2_v3", "cached_question": "What context representation methods did Wang and Cho explore for corpus-level discourse information in language modeling?", "cached_answer": "They explored bag-of-words, sequence of bag-of-words, and sequence of bag-of-words with attention.", "new_query": "I'd like to know which context representations Wang and Cho explored for corpus-level discourse."}
{"pair_id": "d2_s0728_P3_v1", "cached_question": "What context representation methods did Wang and Cho explore for corpus-level discourse information in language modeling?", "cached_answer": "They explored bag-of-words, sequence of bag-of-words, and sequence of bag-of-words with attention.", "new_query": "what context representation methods did wang and cho explore for corpus level discourse in LM?"}
{"pair_id": "d2_s0728_P3_v2", "cached_question": "What context representation methods did Wang and Cho explore for corpus-level discourse information in language modeling?", "cached_answer": "They explored bag-of-words, sequence of bag-of-words, and sequence of bag-of-words with attention.", "new_query": "wang & cho - which context representaton methods for corpus-level discourse info in language modeling??"}
{"pair_id": "d2_s0728_P3_v4", "cached_question": "What context representation methods did Wang and Cho explore for corpus-level discourse information in language modeling?", "cached_answer": "They explored bag-of-words, sequence of bag-of-words, and sequence of bag-of-words with attention.", "new_query": "context representation methods explored by wang n cho for corpus level discourse, which ones"}
{"pair_id": "d2_s0732_N1_v1", "cached_question": "Which embedding methods perform best at the character, word, and entity levels of entity representation, according to this paper?", "cached_answer": "Fasttext's subword model (Bojanowski et al., 2016) works best at the character level, word2vec (Mikolov et al., 2013) at the word level, and the order-aware model wang2vec (Ling et al., 2015a) at the entity level.", "new_query": "Which evaluation tasks does this paper use to compare embedding methods at the character, word, and entity levels?"}
{"pair_id": "d2_s0732_N2_v2", "cached_question": "Which embedding methods perform best at the character, word, and entity levels of entity representation, according to this paper?", "cached_answer": "Fasttext's subword model (Bojanowski et al., 2016) works best at the character level, word2vec (Mikolov et al., 2013) at the word level, and the order-aware model wang2vec (Ling et al., 2015a) at the entity level.", "new_query": "Which embedding methods perform best at the character, word, and entity levels for each language evaluated in this paper?"}
{"pair_id": "d2_s0732_N4_v1", "cached_question": "Which embedding methods perform best at the character, word, and entity levels of entity representation, according to this paper?", "cached_answer": "Fasttext's subword model (Bojanowski et al., 2016) works best at the character level, word2vec (Mikolov et al., 2013) at the word level, and the order-aware model wang2vec (Ling et al., 2015a) at the entity level.", "new_query": "Which embedding methods perform worst at the character, word, and entity levels of entity representation, according to this paper?"}
{"pair_id": "d2_s0732_N5_v3", "cached_question": "Which embedding methods perform best at the character, word, and entity levels of entity representation, according to this paper?", "cached_answer": "Fasttext's subword model (Bojanowski et al., 2016) works best at the character level, word2vec (Mikolov et al., 2013) at the word level, and the order-aware model wang2vec (Ling et al., 2015a) at the entity level.", "new_query": "Which embedding method ranks second best at the word level of entity representation in this paper?"}
{"pair_id": "d2_s0732_P1_v1", "cached_question": "Which embedding methods perform best at the character, word, and entity levels of entity representation, according to this paper?", "cached_answer": "Fasttext's subword model (Bojanowski et al., 2016) works best at the character level, word2vec (Mikolov et al., 2013) at the word level, and the order-aware model wang2vec (Ling et al., 2015a) at the entity level.", "new_query": "According to this paper, which embedding models work best for character-level, word-level, and entity-level representations?"}
{"pair_id": "d2_s0732_P1_v3", "cached_question": "Which embedding methods perform best at the character, word, and entity levels of entity representation, according to this paper?", "cached_answer": "Fasttext's subword model (Bojanowski et al., 2016) works best at the character level, word2vec (Mikolov et al., 2013) at the word level, and the order-aware model wang2vec (Ling et al., 2015a) at the entity level.", "new_query": "What are the top-performing embedding approaches for the character, word, and entity levels of entity representation in this paper?"}
{"pair_id": "d2_s0732_P1_v4", "cached_question": "Which embedding methods perform best at the character, word, and entity levels of entity representation, according to this paper?", "cached_answer": "Fasttext's subword model (Bojanowski et al., 2016) works best at the character level, word2vec (Mikolov et al., 2013) at the word level, and the order-aware model wang2vec (Ling et al., 2015a) at the entity level.", "new_query": "For entity representation at the character, word, and entity levels, which embedding methods does this paper report as the strongest?"}
{"pair_id": "d2_s0732_P2_v1", "cached_question": "Which embedding methods perform best at the character, word, and entity levels of entity representation, according to this paper?", "cached_answer": "Fasttext's subword model (Bojanowski et al., 2016) works best at the character level, word2vec (Mikolov et al., 2013) at the word level, and the order-aware model wang2vec (Ling et al., 2015a) at the entity level.", "new_query": "List the best-performing embedding methods at each of the three levels of entity representation reported in this paper."}
{"pair_id": "d2_s0732_P2_v4", "cached_question": "Which embedding methods perform best at the character, word, and entity levels of entity representation, according to this paper?", "cached_answer": "Fasttext's subword model (Bojanowski et al., 2016) works best at the character level, word2vec (Mikolov et al., 2013) at the word level, and the order-aware model wang2vec (Ling et al., 2015a) at the entity level.", "new_query": "Tell me which embedding method wins at the character level, at the word level, and at the entity level in this paper."}
{"pair_id": "d2_s0732_P3_v1", "cached_question": "Which embedding methods perform best at the character, word, and entity levels of entity representation, according to this paper?", "cached_answer": "Fasttext's subword model (Bojanowski et al., 2016) works best at the character level, word2vec (Mikolov et al., 2013) at the word level, and the order-aware model wang2vec (Ling et al., 2015a) at the entity level.", "new_query": "which embedding methods r best at char, word n entity levels acc to this paper?"}
{"pair_id": "d2_s0732_P3_v2", "cached_question": "Which embedding methods perform best at the character, word, and entity levels of entity representation, according to this paper?", "cached_answer": "Fasttext's subword model (Bojanowski et al., 2016) works best at the character level, word2vec (Mikolov et al., 2013) at the word level, and the order-aware model wang2vec (Ling et al., 2015a) at the entity level.", "new_query": "best embeding methods for character/word/entity level entity representation in this papr??"}
{"pair_id": "d2_s0732_P3_v3", "cached_question": "Which embedding methods perform best at the character, word, and entity levels of entity representation, according to this paper?", "cached_answer": "Fasttext's subword model (Bojanowski et al., 2016) works best at the character level, word2vec (Mikolov et al., 2013) at the word level, and the order-aware model wang2vec (Ling et al., 2015a) at the entity level.", "new_query": "acc to the paper whats the best embedding at char lvl, word lvl and entity lvl"}
{"pair_id": "d2_s0732_P3_v4", "cached_question": "Which embedding methods perform best at the character, word, and entity levels of entity representation, according to this paper?", "cached_answer": "Fasttext's subword model (Bojanowski et al., 2016) works best at the character level, word2vec (Mikolov et al., 2013) at the word level, and the order-aware model wang2vec (Ling et al., 2015a) at the entity level.", "new_query": "paper says which embeddings perform best at charcter, word & entity levels of entity representation"}
{"pair_id": "d2_s0733_N2_v1", "cached_question": "What effect does combining all three levels of entity representation have on fine-grained entity typing performance?", "cached_answer": "It improves the existing embedding-based baseline for fine-grained entity typing by a large margin.", "new_query": "What effect does combining all three levels of entity representation have on fine-grained entity typing performance for rare entities?"}
{"pair_id": "d2_s0733_N3_v1", "cached_question": "What effect does combining all three levels of entity representation have on fine-grained entity typing performance?", "cached_answer": "It improves the existing embedding-based baseline for fine-grained entity typing by a large margin.", "new_query": "What effect does combining all three levels of entity representation have on entity linking performance?"}
{"pair_id": "d2_s0733_N4_v1", "cached_question": "What effect does combining all three levels of entity representation have on fine-grained entity typing performance?", "cached_answer": "It improves the existing embedding-based baseline for fine-grained entity typing by a large margin.", "new_query": "What effect does omitting all three levels of entity representation have on fine-grained entity typing performance?"}
{"pair_id": "d2_s0733_N4_v2", "cached_question": "What effect does combining all three levels of entity representation have on fine-grained entity typing performance?", "cached_answer": "It improves the existing embedding-based baseline for fine-grained entity typing by a large margin.", "new_query": "What effect does keeping the three levels of entity representation separate have on fine-grained entity typing performance?"}
{"pair_id": "d2_s0733_N5_v1", "cached_question": "What effect does combining all three levels of entity representation have on fine-grained entity typing performance?", "cached_answer": "It improves the existing embedding-based baseline for fine-grained entity typing by a large margin.", "new_query": "What effect does using only one of the three levels of entity representation have on fine-grained entity typing performance?"}
{"pair_id": "d2_s0733_N5_v2", "cached_question": "What effect does combining all three levels of entity representation have on fine-grained entity typing performance?", "cached_answer": "It improves the existing embedding-based baseline for fine-grained entity typing by a large margin.", "new_query": "What effect does combining at most two levels of entity representation have on fine-grained entity typing performance?"}
{"pair_id": "d2_s0733_N6_v2", "cached_question": "What effect does combining all three levels of entity representation have on fine-grained entity typing performance?", "cached_answer": "It improves the existing embedding-based baseline for fine-grained entity typing by a large margin.", "new_query": "Which embedding-based baseline does the combination of all three levels of entity representation improve upon in fine-grained entity typing?"}
{"pair_id": "d2_s0733_P1_v4", "cached_question": "What effect does combining all three levels of entity representation have on fine-grained entity typing performance?", "cached_answer": "It improves the existing embedding-based baseline for fine-grained entity typing by a large margin.", "new_query": "What difference does using all three levels of entity representation make to fine-grained entity typing accuracy?"}
{"pair_id": "d2_s0733_P2_v3", "cached_question": "What effect does combining all three levels of entity representation have on fine-grained entity typing performance?", "cached_answer": "It improves the existing embedding-based baseline for fine-grained entity typing by a large margin.", "new_query": "Tell me what fine-grained entity typing performance looks like once all three levels of entity representation are combined."}
{"pair_id": "d2_s0733_P3_v2", "cached_question": "What effect does combining all three levels of entity representation have on fine-grained entity typing performance?", "cached_answer": "It improves the existing embedding-based baseline for fine-grained entity typing by a large margin.", "new_query": "combining all three lvls of entity representation - effect on fine grained entity typing??"}
{"pair_id": "d2_s0733_P3_v3", "cached_question": "What effect does combining all three levels of entity representation have on fine-grained entity typing performance?", "cached_answer": "It improves the existing embedding-based baseline for fine-grained entity typing by a large margin.", "new_query": "wat happens to fine-grained entity typing perfomance when u combine all three levels of entity representaion"}
{"pair_id": "d2_s0733_P3_v4", "cached_question": "What effect does combining all three levels of entity representation have on fine-grained entity typing performance?", "cached_answer": "It improves the existing embedding-based baseline for fine-grained entity typing by a large margin.", "new_query": "all 3 levels of entity rep combined -> effect on fine grained entity typing performance?"}
{"pair_id": "d2_s0734_N1_v1", "cached_question": "What additional source of information further improves the multi-level entity representations described in this paper?", "cached_answer": "Adding information from entity descriptions further improves the multi-level representations of entities.", "new_query": "How are the multi-level entity representations in this paper evaluated?"}
{"pair_id": "d2_s0734_N2_v1", "cached_question": "What additional source of information further improves the multi-level entity representations described in this paper?", "cached_answer": "Adding information from entity descriptions further improves the multi-level representations of entities.", "new_query": "What additional source of information further improves the word-level component of these entity representations?"}
{"pair_id": "d2_s0734_N2_v2", "cached_question": "What additional source of information further improves the multi-level entity representations described in this paper?", "cached_answer": "Adding information from entity descriptions further improves the multi-level representations of entities.", "new_query": "What additional sources of information improve entity representations across the wider literature?"}
{"pair_id": "d2_s0734_N3_v1", "cached_question": "What additional source of information further improves the multi-level entity representations described in this paper?", "cached_answer": "Adding information from entity descriptions further improves the multi-level representations of entities.", "new_query": "What additional source of information further improves the multi-level relation representations described in this paper?"}
{"pair_id": "d2_s0734_N3_v2", "cached_question": "What additional source of information further improves the multi-level entity representations described in this paper?", "cached_answer": "Adding information from entity descriptions further improves the multi-level representations of entities.", "new_query": "What additional source of information further improves the multi-level word representations described in this paper?"}
{"pair_id": "d2_s0734_N4_v1", "cached_question": "What additional source of information further improves the multi-level entity representations described in this paper?", "cached_answer": "Adding information from entity descriptions further improves the multi-level representations of entities.", "new_query": "What additional source of information degrades the multi-level entity representations in this paper?"}
