You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0552
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0208_P3_v2", "cached_question": "What off-the-shelf ILP optimization engine does TableILP use to find the best supported answer?", "cached_answer": "TableILP uses SCIP, an off-the-shelf ILP optimization engine.", "new_query": "tableilp uses which off-the-shelf ilp optimizaton engine??"}
{"pair_id": "d2_s0209_N1_v1", "cached_question": "What dataset of science questions was used to evaluate TableILP?", "cached_answer": "All non-diagram multiple choice questions from 6 years of NY Regents 4th grade science exams.", "new_query": "What accuracy did TableILP achieve on the science question dataset?"}
{"pair_id": "d2_s0209_N2_v1", "cached_question": "What dataset of science questions was used to evaluate TableILP?", "cached_answer": "All non-diagram multiple choice questions from 6 years of NY Regents 4th grade science exams.", "new_query": "What dataset of science questions was used for TableILP's ablation study?"}
{"pair_id": "d2_s0209_N2_v2", "cached_question": "What dataset of science questions was used to evaluate TableILP?", "cached_answer": "All non-diagram multiple choice questions from 6 years of NY Regents 4th grade science exams.", "new_query": "What dataset of diagram-based science questions was used with TableILP?"}
{"pair_id": "d2_s0209_N4_v3", "cached_question": "What dataset of science questions was used to evaluate TableILP?", "cached_answer": "All non-diagram multiple choice questions from 6 years of NY Regents 4th grade science exams.", "new_query": "Which non-science questions were used to evaluate TableILP?"}
{"pair_id": "d2_s0209_P1_v2", "cached_question": "What dataset of science questions was used to evaluate TableILP?", "cached_answer": "All non-diagram multiple choice questions from 6 years of NY Regents 4th grade science exams.", "new_query": "What collection of science questions served as the evaluation set for TableILP?"}
{"pair_id": "d2_s0209_P1_v3", "cached_question": "What dataset of science questions was used to evaluate TableILP?", "cached_answer": "All non-diagram multiple choice questions from 6 years of NY Regents 4th grade science exams.", "new_query": "TableILP was tested using which set of science questions?"}
{"pair_id": "d2_s0209_P1_v4", "cached_question": "What dataset of science questions was used to evaluate TableILP?", "cached_answer": "All non-diagram multiple choice questions from 6 years of NY Regents 4th grade science exams.", "new_query": "What science exam question data was employed to assess TableILP?"}
{"pair_id": "d2_s0209_P2_v2", "cached_question": "What dataset of science questions was used to evaluate TableILP?", "cached_answer": "All non-diagram multiple choice questions from 6 years of NY Regents 4th grade science exams.", "new_query": "To evaluate TableILP, which science question dataset did the authors use?"}
{"pair_id": "d2_s0209_P2_v4", "cached_question": "What dataset of science questions was used to evaluate TableILP?", "cached_answer": "All non-diagram multiple choice questions from 6 years of NY Regents 4th grade science exams.", "new_query": "Tell me which science questions were used when TableILP was evaluated."}
{"pair_id": "d2_s0209_P3_v2", "cached_question": "What dataset of science questions was used to evaluate TableILP?", "cached_answer": "All non-diagram multiple choice questions from 6 years of NY Regents 4th grade science exams.", "new_query": "which science q dataset did they use for TableILP evaluation??"}
