You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0827
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d5_s0076_N1_v2", "cached_question": "Nghị quyết 29/2026/NQ-HĐND của tỉnh Tuyên Quang có hiệu lực thi hành từ ngày nào?", "cached_answer": "Nghị quyết này có hiệu lực thi hành từ ngày 08 tháng 6 năm 2026.", "new_query": "Nghị quyết 29/2026/NQ-HĐND của tỉnh Tuyên Quang do ai ký ban hành?"}
{"pair_id": "d5_s0076_N2_v1", "cached_question": "Nghị quyết 29/2026/NQ-HĐND của tỉnh Tuyên Quang có hiệu lực thi hành từ ngày nào?", "cached_answer": "Nghị quyết này có hiệu lực thi hành từ ngày 08 tháng 6 năm 2026.", "new_query": "Điều khoản chuyển tiếp của Nghị quyết 29/2026/NQ-HĐND tỉnh Tuyên Quang có hiệu lực từ ngày nào?"}
{"pair_id": "d5_s0076_N2_v2", "cached_question": "Nghị quyết 29/2026/NQ-HĐND của tỉnh Tuyên Quang có hiệu lực thi hành từ ngày nào?", "cached_answer": "Nghị quyết này có hiệu lực thi hành từ ngày 08 tháng 6 năm 2026.", "new_query": "Các nghị quyết của HĐND tỉnh Tuyên Quang ban hành năm 2026 có hiệu lực thi hành từ ngày nào?"}
{"pair_id": "d5_s0076_N3_v1", "cached_question": "Nghị quyết 29/2026/NQ-HĐND của tỉnh Tuyên Quang có hiệu lực thi hành từ ngày nào?", "cached_answer": "Nghị quyết này có hiệu lực thi hành từ ngày 08 tháng 6 năm 2026.", "new_query": "Nghị quyết 30/2026/NQ-HĐND của tỉnh Tuyên Quang có hiệu lực thi hành từ ngày nào?"}
{"pair_id": "d5_s0076_N4_v3", "cached_question": "Nghị quyết 29/2026/NQ-HĐND của tỉnh Tuyên Quang có hiệu lực thi hành từ ngày nào?", "cached_answer": "Nghị quyết này có hiệu lực thi hành từ ngày 08 tháng 6 năm 2026.", "new_query": "Nghị quyết 29/2026/NQ-HĐND của tỉnh Tuyên Quang bị tạm ngừng hiệu lực từ ngày nào?"}
{"pair_id": "d5_s0076_N5_v1", "cached_question": "Nghị quyết 29/2026/NQ-HĐND của tỉnh Tuyên Quang có hiệu lực thi hành từ ngày nào?", "cached_answer": "Nghị quyết này có hiệu lực thi hành từ ngày 08 tháng 6 năm 2026.", "new_query": "Nghị quyết 29/2026/NQ-HĐND của tỉnh Tuyên Quang có hiệu lực thi hành đến ngày muộn nhất là ngày nào?"}
{"pair_id": "d5_s0076_N6_v1", "cached_question": "Nghị quyết 29/2026/NQ-HĐND của tỉnh Tuyên Quang có hiệu lực thi hành từ ngày nào?", "cached_answer": "Nghị quyết này có hiệu lực thi hành từ ngày 08 tháng 6 năm 2026.", "new_query": "Nghị quyết nào của HĐND tỉnh Tuyên Quang bị thay thế khi Nghị quyết 29/2026/NQ-HĐND có hiệu lực?"}
{"pair_id": "d5_s0076_P2_v1", "cached_question": "Nghị quyết 29/2026/NQ-HĐND của tỉnh Tuyên Quang có hiệu lực thi hành từ ngày nào?", "cached_answer": "Nghị quyết này có hiệu lực thi hành từ ngày 08 tháng 6 năm 2026.", "new_query": "Cho tôi biết ngày có hiệu lực thi hành của Nghị quyết 29/2026/NQ-HĐND tỉnh Tuyên Quang."}
{"pair_id": "d5_s0076_P2_v4", "cached_question": "Nghị quyết 29/2026/NQ-HĐND của tỉnh Tuyên Quang có hiệu lực thi hành từ ngày nào?", "cached_answer": "Nghị quyết này có hiệu lực thi hành từ ngày 08 tháng 6 năm 2026.", "new_query": "Tôi muốn tra ngày hiệu lực của Nghị quyết 29/2026/NQ-HĐND tỉnh Tuyên Quang, đó là ngày nào?"}
{"pair_id": "d5_s0077_N3_v1", "cached_question": "Nghị quyết 29/2026/NQ-HĐND bãi bỏ Nghị quyết nào của HĐND tỉnh Tuyên Quang và Nghị quyết đó được ban hành ngày nào?", "cached_answer": "Nghị quyết bãi bỏ toàn bộ Nghị quyết số 03/2022/NQ-HĐND ngày 14 tháng 3 năm 2022 của HĐND tỉnh Tuyên Quang quy định mức chi tổ chức và tham dự các kỳ thi, cuộc thi, hội thi trong lĩnh vực giáo dục và đào tạo.", "new_query": "Nghị quyết 30/2026/NQ-HĐND bãi bỏ Nghị quyết nào của HĐND tỉnh Tuyên Quang và Nghị quyết đó được ban hành ngày nào?"}
{"pair_id": "d5_s0077_N3_v2", "cached_question": "Nghị quyết 29/2026/NQ-HĐND bãi bỏ Nghị quyết nào của HĐND tỉnh Tuyên Quang và Nghị quyết đó được ban hành ngày nào?", "cached_answer": "Nghị quyết bãi bỏ toàn bộ Nghị quyết số 03/2022/NQ-HĐND ngày 14 tháng 3 năm 2022 của HĐND tỉnh Tuyên Quang quy định mức chi tổ chức và tham dự các kỳ thi, cuộc thi, hội thi trong lĩnh vực giáo dục và đào tạo.", "new_query": "Nghị quyết 29/2026/NQ-HĐND bãi bỏ Nghị quyết nào của HĐND tỉnh Thái Nguyên và Nghị quyết đó được ban hành ngày nào?"}
