You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0549
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0182_N1_v2", "cached_question": "What accuracies did the model achieve in the Freebase2M and Freebase5M settings on SimpleQuestions?", "cached_answer": "70.9% accuracy in the Freebase2M setting and 70.3% accuracy in the Freebase5M setting.", "new_query": "What model architecture was used for the SimpleQuestions Freebase2M and Freebase5M experiments?"}
{"pair_id": "d2_s0182_N2_v1", "cached_question": "What accuracies did the model achieve in the Freebase2M and Freebase5M settings on SimpleQuestions?", "cached_answer": "70.9% accuracy in the Freebase2M setting and 70.3% accuracy in the Freebase5M setting.", "new_query": "What accuracy did the model achieve on SimpleQuestions questions with multiple relations, in the Freebase2M and Freebase5M settings?"}
{"pair_id": "d2_s0182_N2_v2", "cached_question": "What accuracies did the model achieve in the Freebase2M and Freebase5M settings on SimpleQuestions?", "cached_answer": "70.9% accuracy in the Freebase2M setting and 70.3% accuracy in the Freebase5M setting.", "new_query": "What accuracies did the model achieve across all datasets, not only SimpleQuestions, in the Freebase2M and Freebase5M settings?"}
{"pair_id": "d2_s0182_N3_v2", "cached_question": "What accuracies did the model achieve in the Freebase2M and Freebase5M settings on SimpleQuestions?", "cached_answer": "70.9% accuracy in the Freebase2M setting and 70.3% accuracy in the Freebase5M setting.", "new_query": "What accuracies did the baseline memory network achieve in the Freebase2M and Freebase5M settings on SimpleQuestions?"}
{"pair_id": "d2_s0182_N4_v1", "cached_question": "What accuracies did the model achieve in the Freebase2M and Freebase5M settings on SimpleQuestions?", "cached_answer": "70.9% accuracy in the Freebase2M setting and 70.3% accuracy in the Freebase5M setting.", "new_query": "What error rates did the model produce in the Freebase2M and Freebase5M settings on SimpleQuestions?"}
{"pair_id": "d2_s0182_N4_v2", "cached_question": "What accuracies did the model achieve in the Freebase2M and Freebase5M settings on SimpleQuestions?", "cached_answer": "70.9% accuracy in the Freebase2M setting and 70.3% accuracy in the Freebase5M setting.", "new_query": "What accuracies did the model achieve on SimpleQuestions without the Freebase2M and Freebase5M restrictions?"}
{"pair_id": "d2_s0182_N5_v1", "cached_question": "What accuracies did the model achieve in the Freebase2M and Freebase5M settings on SimpleQuestions?", "cached_answer": "70.9% accuracy in the Freebase2M setting and 70.3% accuracy in the Freebase5M setting.", "new_query": "What is the best accuracy reported by any system on SimpleQuestions in the Freebase5M setting?"}
{"pair_id": "d2_s0182_N6_v1", "cached_question": "What accuracies did the model achieve in the Freebase2M and Freebase5M settings on SimpleQuestions?", "cached_answer": "70.9% accuracy in the Freebase2M setting and 70.3% accuracy in the Freebase5M setting.", "new_query": "Why does the model's accuracy drop from the Freebase2M to the Freebase5M setting on SimpleQuestions?"}
{"pair_id": "d2_s0182_N6_v2", "cached_question": "What accuracies did the model achieve in the Freebase2M and Freebase5M settings on SimpleQuestions?", "cached_answer": "70.9% accuracy in the Freebase2M setting and 70.3% accuracy in the Freebase5M setting.", "new_query": "How were the Freebase2M and Freebase5M subsets constructed for the SimpleQuestions accuracy experiments?"}
{"pair_id": "d2_s0182_P1_v3", "cached_question": "What accuracies did the model achieve in the Freebase2M and Freebase5M settings on SimpleQuestions?", "cached_answer": "70.9% accuracy in the Freebase2M setting and 70.3% accuracy in the Freebase5M setting.", "new_query": "Which accuracy figures did the model obtain for SimpleQuestions with Freebase2M and with Freebase5M?"}
{"pair_id": "d2_s0182_P1_v4", "cached_question": "What accuracies did the model achieve in the Freebase2M and Freebase5M settings on SimpleQuestions?", "cached_answer": "70.9% accuracy in the Freebase2M setting and 70.3% accuracy in the Freebase5M setting.", "new_query": "On SimpleQuestions, what were the model's accuracies in the two Freebase settings, 2M and 5M?"}
{"pair_id": "d2_s0182_P2_v1", "cached_question": "What accuracies did the model achieve in the Freebase2M and Freebase5M settings on SimpleQuestions?", "cached_answer": "70.9% accuracy in the Freebase2M setting and 70.3% accuracy in the Freebase5M setting.", "new_query": "Report the model's SimpleQuestions accuracies for the Freebase2M and Freebase5M settings."}
{"pair_id": "d2_s0182_P2_v3", "cached_question": "What accuracies did the model achieve in the Freebase2M and Freebase5M settings on SimpleQuestions?", "cached_answer": "70.9% accuracy in the Freebase2M setting and 70.3% accuracy in the Freebase5M setting.", "new_query": "SimpleQuestions results — the model's accuracy under Freebase2M and under Freebase5M was what?"}
{"pair_id": "d2_s0182_P3_v3", "cached_question": "What accuracies did the model achieve in the Freebase2M and Freebase5M settings on SimpleQuestions?", "cached_answer": "70.9% accuracy in the Freebase2M setting and 70.3% accuracy in the Freebase5M setting.", "new_query": "model accuracy on simplequestions w/ freebase2M and freebase5M — numbrs?"}
{"pair_id": "d2_s0182_P3_v4", "cached_question": "What accuracies did the model achieve in the Freebase2M and Freebase5M settings on SimpleQuestions?", "cached_answer": "70.9% accuracy in the Freebase2M setting and 70.3% accuracy in the Freebase5M setting.", "new_query": "wat acuracy did the model achive in the freebase2m and freebase5m settings on simplequestons"}
{"pair_id": "d2_s0186_N1_v1", "cached_question": "What time period does the Intelligence Squared (IQ2) debate dataset cover, and how many debates does it contain?", "cached_answer": "The dataset covers all IQ2 debates held in the US from September 2006 to September 2015, totaling 108 debates.", "new_query": "How are the debates in the Intelligence Squared (IQ2) dataset annotated for audience votes?"}
