You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0528
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0027_N1_v1", "cached_question": "What do Mercier and Sperber (2011) claim about argumentation's role in human cognition?", "cached_answer": "They claim that argumentation is what drives humans to perform reasoning.", "new_query": "What evidence do Mercier and Sperber (2011) offer for their claim about argumentation?"}
{"pair_id": "d2_s0027_N2_v1", "cached_question": "What do Mercier and Sperber (2011) claim about argumentation's role in human cognition?", "cached_answer": "They claim that argumentation is what drives humans to perform reasoning.", "new_query": "What do Mercier and Sperber (2011) claim about argumentation's role in group decision-making?"}
{"pair_id": "d2_s0027_N4_v1", "cached_question": "What do Mercier and Sperber (2011) claim about argumentation's role in human cognition?", "cached_answer": "They claim that argumentation is what drives humans to perform reasoning.", "new_query": "What do Mercier and Sperber (2011) claim argumentation does not do in human cognition?"}
{"pair_id": "d2_s0027_N4_v4", "cached_question": "What do Mercier and Sperber (2011) claim about argumentation's role in human cognition?", "cached_answer": "They claim that argumentation is what drives humans to perform reasoning.", "new_query": "What do Mercier and Sperber (2011) say argumentation is irrelevant to in human cognition?"}
{"pair_id": "d2_s0027_N6_v1", "cached_question": "What do Mercier and Sperber (2011) claim about argumentation's role in human cognition?", "cached_answer": "They claim that argumentation is what drives humans to perform reasoning.", "new_query": "How do Mercier and Sperber (2011) explain reasoning failures, given argumentation's role?"}
{"pair_id": "d2_s0027_N6_v2", "cached_question": "What do Mercier and Sperber (2011) claim about argumentation's role in human cognition?", "cached_answer": "They claim that argumentation is what drives humans to perform reasoning.", "new_query": "What implication does Mercier and Sperber's (2011) claim have for argument mining?"}
{"pair_id": "d2_s0027_P2_v3", "cached_question": "What do Mercier and Sperber (2011) claim about argumentation's role in human cognition?", "cached_answer": "They claim that argumentation is what drives humans to perform reasoning.", "new_query": "I'm curious what claim about argumentation and cognition is attributed to Mercier and Sperber (2011)."}
{"pair_id": "d2_s0027_P3_v1", "cached_question": "What do Mercier and Sperber (2011) claim about argumentation's role in human cognition?", "cached_answer": "They claim that argumentation is what drives humans to perform reasoning.", "new_query": "wat do mercier n sperber 2011 claim abt argumentation's role in human cognition?"}
{"pair_id": "d2_s0027_P3_v2", "cached_question": "What do Mercier and Sperber (2011) claim about argumentation's role in human cognition?", "cached_answer": "They claim that argumentation is what drives humans to perform reasoning.", "new_query": "mercier & sperber 2011 - argumentation role in human cognition, claim?"}
{"pair_id": "d2_s0027_P3_v3", "cached_question": "What do Mercier and Sperber (2011) claim about argumentation's role in human cognition?", "cached_answer": "They claim that argumentation is what drives humans to perform reasoning.", "new_query": "what do Mercier and Sperber (2011) clam about argumentaions role in humn cognition"}
{"pair_id": "d2_s0027_P3_v4", "cached_question": "What do Mercier and Sperber (2011) claim about argumentation's role in human cognition?", "cached_answer": "They claim that argumentation is what drives humans to perform reasoning.", "new_query": "mercier sperber 2011 claim on argumentation in cognition??"}
{"pair_id": "d2_s0028_N2_v1", "cached_question": "What specific domains or registers have prior argumentation mining approaches typically been restricted to?", "cached_answer": "Domains such as hotel reviews, Tweets about local riot events, student essays, airline passenger rights and consumer protection, and renewable energy sources.", "new_query": "What specific domains have prior neural argumentation mining approaches been restricted to?"}
{"pair_id": "d2_s0028_N3_v2", "cached_question": "What specific domains or registers have prior argumentation mining approaches typically been restricted to?", "cached_answer": "Domains such as hotel reviews, Tweets about local riot events, student essays, airline passenger rights and consumer protection, and renewable energy sources.", "new_query": "What specific domains or registers have prior discourse parsing approaches typically been restricted to?"}
{"pair_id": "d2_s0028_N4_v1", "cached_question": "What specific domains or registers have prior argumentation mining approaches typically been restricted to?", "cached_answer": "Domains such as hotel reviews, Tweets about local riot events, student essays, airline passenger rights and consumer protection, and renewable energy sources.", "new_query": "Which prior argumentation mining approaches were not restricted to any single domain?"}
{"pair_id": "d2_s0028_N5_v1", "cached_question": "What specific domains or registers have prior argumentation mining approaches typically been restricted to?", "cached_answer": "Domains such as hotel reviews, Tweets about local riot events, student essays, airline passenger rights and consumer protection, and renewable energy sources.", "new_query": "Which single domain have prior argumentation mining approaches most often been restricted to?"}
{"pair_id": "d2_s0028_P1_v2", "cached_question": "What specific domains or registers have prior argumentation mining approaches typically been restricted to?", "cached_answer": "Domains such as hotel reviews, Tweets about local riot events, student essays, airline passenger rights and consumer protection, and renewable energy sources.", "new_query": "What specific genres or text types have previous argument mining methods generally been confined to?"}
{"pair_id": "d2_s0028_P1_v4", "cached_question": "What specific domains or registers have prior argumentation mining approaches typically been restricted to?", "cached_answer": "Domains such as hotel reviews, Tweets about local riot events, student essays, airline passenger rights and consumer protection, and renewable energy sources.", "new_query": "What registers or subject areas have earlier argumentation mining systems mostly been restricted to?"}
