You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0659
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d3_s0288_N5_v1", "cached_question": "How do you reword one of the last three commits in a branch?", "cached_answer": "Run `git rebase -i HEAD~3`, then change \"pick\" to \"reword\" on the target commit's line in the editor that opens.", "new_query": "How do you reword all three of the last commits at once instead of just one?"}
{"pair_id": "d3_s0288_P1_v1", "cached_question": "How do you reword one of the last three commits in a branch?", "cached_answer": "Run `git rebase -i HEAD~3`, then change \"pick\" to \"reword\" on the target commit's line in the editor that opens.", "new_query": "How can I change the message of one of the last three commits on a branch?"}
{"pair_id": "d3_s0288_P1_v3", "cached_question": "How do you reword one of the last three commits in a branch?", "cached_answer": "Run `git rebase -i HEAD~3`, then change \"pick\" to \"reword\" on the target commit's line in the editor that opens.", "new_query": "How do you amend the wording of a commit message among a branch's last three commits?"}
{"pair_id": "d3_s0288_P1_v4", "cached_question": "How do you reword one of the last three commits in a branch?", "cached_answer": "Run `git rebase -i HEAD~3`, then change \"pick\" to \"reword\" on the target commit's line in the editor that opens.", "new_query": "What steps let me rewrite the message on one of the three most recent commits in a branch?"}
{"pair_id": "d3_s0288_P2_v2", "cached_question": "How do you reword one of the last three commits in a branch?", "cached_answer": "Run `git rebase -i HEAD~3`, then change \"pick\" to \"reword\" on the target commit's line in the editor that opens.", "new_query": "One of my branch's last three commits needs a reworded message — what do I do?"}
{"pair_id": "d3_s0288_P3_v4", "cached_question": "How do you reword one of the last three commits in a branch?", "cached_answer": "Run `git rebase -i HEAD~3`, then change \"pick\" to \"reword\" on the target commit's line in the editor that opens.", "new_query": "git — reword 1 of the last 3 commits in a branch, how do i do that"}
{"pair_id": "d3_s0291_N2_v2", "cached_question": "What are the three types of releases described in Django's release process, with examples?", "cached_answer": "Security releases (e.g. simultaneous 3.2.x/4.0.x/4.1.x fixes), regular version releases (a final release like 4.1 or a bugfix update like 4.1.1), and pre-releases (e.g. 4.2 alpha, beta, or rc).", "new_query": "What are all the phases described in Django's release process, not just the release types?"}
{"pair_id": "d3_s0291_N3_v2", "cached_question": "What are the three types of releases described in Django's release process, with examples?", "cached_answer": "Security releases (e.g. simultaneous 3.2.x/4.0.x/4.1.x fixes), regular version releases (a final release like 4.1 or a bugfix update like 4.1.1), and pre-releases (e.g. 4.2 alpha, beta, or rc).", "new_query": "What are the three types of releases described in Django's deprecation policy, with examples?"}
{"pair_id": "d3_s0291_P1_v3", "cached_question": "What are the three types of releases described in Django's release process, with examples?", "cached_answer": "Security releases (e.g. simultaneous 3.2.x/4.0.x/4.1.x fixes), regular version releases (a final release like 4.1 or a bugfix update like 4.1.1), and pre-releases (e.g. 4.2 alpha, beta, or rc).", "new_query": "Can you name the three release categories in Django's release process along with examples?"}
{"pair_id": "d3_s0291_P2_v3", "cached_question": "What are the three types of releases described in Django's release process, with examples?", "cached_answer": "Security releases (e.g. simultaneous 3.2.x/4.0.x/4.1.x fixes), regular version releases (a final release like 4.1 or a bugfix update like 4.1.1), and pre-releases (e.g. 4.2 alpha, beta, or rc).", "new_query": "I need the three release types from Django's release process, each with an example."}
{"pair_id": "d3_s0291_P3_v1", "cached_question": "What are the three types of releases described in Django's release process, with examples?", "cached_answer": "Security releases (e.g. simultaneous 3.2.x/4.0.x/4.1.x fixes), regular version releases (a final release like 4.1 or a bugfix update like 4.1.1), and pre-releases (e.g. 4.2 alpha, beta, or rc).", "new_query": "what r the 3 types of releases in djangos release process w examples"}
{"pair_id": "d3_s0291_P3_v2", "cached_question": "What are the three types of releases described in Django's release process, with examples?", "cached_answer": "Security releases (e.g. simultaneous 3.2.x/4.0.x/4.1.x fixes), regular version releases (a final release like 4.1 or a bugfix update like 4.1.1), and pre-releases (e.g. 4.2 alpha, beta, or rc).", "new_query": "django release process - 3 release types + examples??"}
{"pair_id": "d3_s0291_P3_v4", "cached_question": "What are the three types of releases described in Django's release process, with examples?", "cached_answer": "Security releases (e.g. simultaneous 3.2.x/4.0.x/4.1.x fixes), regular version releases (a final release like 4.1 or a bugfix update like 4.1.1), and pre-releases (e.g. 4.2 alpha, beta, or rc).", "new_query": "3 django release types w/ examples, whats they called"}
{"pair_id": "d3_s0292_N1_v1", "cached_question": "How far in advance must Django's security distribution list be notified before a security release?", "cached_answer": "Exactly one week before the actual security release.", "new_query": "What information must the notification to Django's security distribution list contain?"}
{"pair_id": "d3_s0292_N2_v2", "cached_question": "How far in advance must Django's security distribution list be notified before a security release?", "cached_answer": "Exactly one week before the actual security release.", "new_query": "How far in advance must every party involved in a Django security release be notified?"}
{"pair_id": "d3_s0292_N3_v2", "cached_question": "How far in advance must Django's security distribution list be notified before a security release?", "cached_answer": "Exactly one week before the actual security release.", "new_query": "How far in advance is the django-announce list notified before a security release?"}
{"pair_id": "d3_s0292_N4_v1", "cached_question": "How far in advance must Django's security distribution list be notified before a security release?", "cached_answer": "Exactly one week before the actual security release.", "new_query": "How long after a security release is Django's security distribution list notified?"}
{"pair_id": "d3_s0292_N5_v1", "cached_question": "How far in advance must Django's security distribution list be notified before a security release?", "cached_answer": "Exactly one week before the actual security release.", "new_query": "What is the shortest notice Django's security distribution list may be given before a security release?"}
{"pair_id": "d3_s0292_N5_v2", "cached_question": "How far in advance must Django's security distribution list be notified before a security release?", "cached_answer": "Exactly one week before the actual security release.", "new_query": "What is the earliest point at which Django's security distribution list can be told about an upcoming security release?"}
{"pair_id": "d3_s0292_N6_v1", "cached_question": "How far in advance must Django's security distribution list be notified before a security release?", "cached_answer": "Exactly one week before the actual security release.", "new_query": "What happens if Django's security distribution list is not notified a week before a security release?"}
{"pair_id": "d3_s0292_N6_v2", "cached_question": "How far in advance must Django's security distribution list be notified before a security release?", "cached_answer": "Exactly one week before the actual security release.", "new_query": "How do you get added to Django's security distribution list to receive these pre-notifications?"}
{"pair_id": "d3_s0292_P1_v2", "cached_question": "How far in advance must Django's security distribution list be notified before a security release?", "cached_answer": "Exactly one week before the actual security release.", "new_query": "How much lead time is required for notifying Django's security distribution list of a security release?"}
{"pair_id": "d3_s0292_P1_v4", "cached_question": "How far in advance must Django's security distribution list be notified before a security release?", "cached_answer": "Exactly one week before the actual security release.", "new_query": "What's the required notification window for Django's security distribution list ahead of a security release?"}
{"pair_id": "d3_s0292_P2_v1", "cached_question": "How far in advance must Django's security distribution list be notified before a security release?", "cached_answer": "Exactly one week before the actual security release.", "new_query": "Tell me the amount of advance notice Django's security distribution list must receive before a security release."}
{"pair_id": "d3_s0292_P2_v4", "cached_question": "How far in advance must Django's security distribution list be notified before a security release?", "cached_answer": "Exactly one week before the actual security release.", "new_query": "I need to know the lead time for alerting Django's security distribution list prior to a security release."}
{"pair_id": "d3_s0292_P3_v1", "cached_question": "How far in advance must Django's security distribution list be notified before a security release?", "cached_answer": "Exactly one week before the actual security release.", "new_query": "how far ahead must djangos security distribution list be notified b4 a security release?"}
{"pair_id": "d3_s0292_P3_v2", "cached_question": "How far in advance must Django's security distribution list be notified before a security release?", "cached_answer": "Exactly one week before the actual security release.", "new_query": "django security distro list notice period before a security release??"}
{"pair_id": "d3_s0293_N1_v2", "cached_question": "What Python and pip versions are required for the virtual environment used to build Django release artifacts?", "cached_answer": "Python 3.10+ and pip 26.1+.", "new_query": "Which packages must be installed into the virtual environment used to build Django release artifacts?"}
{"pair_id": "d3_s0293_N2_v2", "cached_question": "What Python and pip versions are required for the virtual environment used to build Django release artifacts?", "cached_answer": "Python 3.10+ and pip 26.1+.", "new_query": "What Python and pip versions are required across the whole Django release process, not just the build venv?"}
{"pair_id": "d3_s0293_N3_v1", "cached_question": "What Python and pip versions are required for the virtual environment used to build Django release artifacts?", "cached_answer": "Python 3.10+ and pip 26.1+.", "new_query": "What Python and setuptools versions are required for the virtual environment used to build Django release artifacts?"}
{"pair_id": "d3_s0293_N3_v2", "cached_question": "What Python and pip versions are required for the virtual environment used to build Django release artifacts?", "cached_answer": "Python 3.10+ and pip 26.1+.", "new_query": "What Python and pip versions are required for the virtual environment used to sign Django release artifacts?"}
{"pair_id": "d3_s0293_N4_v1", "cached_question": "What Python and pip versions are required for the virtual environment used to build Django release artifacts?", "cached_answer": "Python 3.10+ and pip 26.1+.", "new_query": "What Python and pip versions are too old for the virtual environment used to build Django release artifacts?"}
{"pair_id": "d3_s0293_N4_v2", "cached_question": "What Python and pip versions are required for the virtual environment used to build Django release artifacts?", "cached_answer": "Python 3.10+ and pip 26.1+.", "new_query": "What Python and pip versions are forbidden in the virtual environment used to build Django release artifacts?"}
{"pair_id": "d3_s0293_N5_v1", "cached_question": "What Python and pip versions are required for the virtual environment used to build Django release artifacts?", "cached_answer": "Python 3.10+ and pip 26.1+.", "new_query": "What is the highest Python version supported for the virtual environment used to build Django release artifacts?"}
{"pair_id": "d3_s0293_N6_v1", "cached_question": "What Python and pip versions are required for the virtual environment used to build Django release artifacts?", "cached_answer": "Python 3.10+ and pip 26.1+.", "new_query": "How do you upgrade pip inside the virtual environment used to build Django release artifacts?"}
{"pair_id": "d3_s0293_P1_v1", "cached_question": "What Python and pip versions are required for the virtual environment used to build Django release artifacts?", "cached_answer": "Python 3.10+ and pip 26.1+.", "new_query": "Which Python and pip versions does the virtualenv for building Django release artifacts need?"}
{"pair_id": "d3_s0293_P1_v2", "cached_question": "What Python and pip versions are required for the virtual environment used to build Django release artifacts?", "cached_answer": "Python 3.10+ and pip 26.1+.", "new_query": "What are the required Python and pip versions for the venv used to produce Django release packages?"}
{"pair_id": "d3_s0293_P1_v4", "cached_question": "What Python and pip versions are required for the virtual environment used to build Django release artifacts?", "cached_answer": "Python 3.10+ and pip 26.1+.", "new_query": "What Python version and pip version must the Django release-artifact build environment have?"}
{"pair_id": "d3_s0293_P2_v3", "cached_question": "What Python and pip versions are required for the virtual environment used to build Django release artifacts?", "cached_answer": "Python 3.10+ and pip 26.1+.", "new_query": "Before building Django release artifacts, which Python and pip versions must the venv have installed?"}
