You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0685
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d3_s0546_N3_v1", "cached_question": "What CVE ID and CVSS score were assigned to the critical React Server Components vulnerability?", "cached_answer": "It was disclosed as CVE-2025-55182 and rated CVSS 10.0.", "new_query": "What CVE ID and CVSS score were assigned to the critical React Native vulnerability?"}
{"pair_id": "d3_s0546_N3_v2", "cached_question": "What CVE ID and CVSS score were assigned to the critical React Server Components vulnerability?", "cached_answer": "It was disclosed as CVE-2025-55182 and rated CVSS 10.0.", "new_query": "What CVE ID and CVSS score were assigned to the critical React Router vulnerability?"}
{"pair_id": "d3_s0546_N4_v1", "cached_question": "What CVE ID and CVSS score were assigned to the critical React Server Components vulnerability?", "cached_answer": "It was disclosed as CVE-2025-55182 and rated CVSS 10.0.", "new_query": "What CVE ID and CVSS score were assigned to the non-critical React Server Components vulnerability?"}
{"pair_id": "d3_s0546_N4_v2", "cached_question": "What CVE ID and CVSS score were assigned to the critical React Server Components vulnerability?", "cached_answer": "It was disclosed as CVE-2025-55182 and rated CVSS 10.0.", "new_query": "Which CVE ID was retracted rather than assigned for the critical React Server Components vulnerability?"}
{"pair_id": "d3_s0546_N5_v1", "cached_question": "What CVE ID and CVSS score were assigned to the critical React Server Components vulnerability?", "cached_answer": "It was disclosed as CVE-2025-55182 and rated CVSS 10.0.", "new_query": "Which React Server Components vulnerability received the lowest CVSS score?"}
{"pair_id": "d3_s0546_N5_v2", "cached_question": "What CVE ID and CVSS score were assigned to the critical React Server Components vulnerability?", "cached_answer": "It was disclosed as CVE-2025-55182 and rated CVSS 10.0.", "new_query": "What CVE ID and CVSS score belong to the least severe React Server Components vulnerability?"}
{"pair_id": "d3_s0546_P1_v1", "cached_question": "What CVE ID and CVSS score were assigned to the critical React Server Components vulnerability?", "cached_answer": "It was disclosed as CVE-2025-55182 and rated CVSS 10.0.", "new_query": "Which CVE identifier and CVSS rating were given to the critical React Server Components flaw?"}
{"pair_id": "d3_s0546_P1_v2", "cached_question": "What CVE ID and CVSS score were assigned to the critical React Server Components vulnerability?", "cached_answer": "It was disclosed as CVE-2025-55182 and rated CVSS 10.0.", "new_query": "What is the CVE number and severity score for the critical vulnerability in React Server Components?"}
{"pair_id": "d3_s0546_P1_v4", "cached_question": "What CVE ID and CVSS score were assigned to the critical React Server Components vulnerability?", "cached_answer": "It was disclosed as CVE-2025-55182 and rated CVSS 10.0.", "new_query": "Which CVE designation and CVSS value were assigned to the severe React Server Components security issue?"}
{"pair_id": "d3_s0546_P2_v1", "cached_question": "What CVE ID and CVSS score were assigned to the critical React Server Components vulnerability?", "cached_answer": "It was disclosed as CVE-2025-55182 and rated CVSS 10.0.", "new_query": "Tell me the CVE ID and CVSS score assigned to the critical React Server Components vulnerability."}
{"pair_id": "d3_s0547_N2_v1", "cached_question": "Which versions of react-server-dom-webpack, react-server-dom-parcel, and react-server-dom-turbopack were affected by CVE-2025-55182, and which versions contain the fix?", "cached_answer": "Versions 19.0, 19.1.0, 19.1.1, and 19.2.0 were vulnerable; fixes were released in versions 19.0.1, 19.1.2, and 19.2.1.", "new_query": "Which versions of react-server-dom-turbopack alone were affected by CVE-2025-55182, and which contain the fix?"}
{"pair_id": "d3_s0547_N3_v2", "cached_question": "Which versions of react-server-dom-webpack, react-server-dom-parcel, and react-server-dom-turbopack were affected by CVE-2025-55182, and which versions contain the fix?", "cached_answer": "Versions 19.0, 19.1.0, 19.1.1, and 19.2.0 were vulnerable; fixes were released in versions 19.0.1, 19.1.2, and 19.2.1.", "new_query": "Which versions of react-dom were affected by CVE-2025-55182, and which versions contain the fix?"}
