You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0028
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d1_s0189_P2_v3", "cached_question": "How many lectures are listed in the 1.040 Project Management course calendar?", "cached_answer": "The calendar lists 18 lectures.", "new_query": "I need a count of the lectures that the 1.040 Project Management calendar lists."}
{"pair_id": "d1_s0189_P3_v1", "cached_question": "How many lectures are listed in the 1.040 Project Management course calendar?", "cached_answer": "The calendar lists 18 lectures.", "new_query": "how many lectures r listed in the 1.040 proj mgmt course calendar?"}
{"pair_id": "d1_s0189_P3_v3", "cached_question": "How many lectures are listed in the 1.040 Project Management course calendar?", "cached_answer": "The calendar lists 18 lectures.", "new_query": "hw many lectures on the 1.040 pm course calender?"}
{"pair_id": "d1_s0189_P3_v4", "cached_question": "How many lectures are listed in the 1.040 Project Management course calendar?", "cached_answer": "The calendar lists 18 lectures.", "new_query": "num of lectures in 1.040 project mgmt calendar??"}
{"pair_id": "d1_s0194_N2_v1", "cached_question": "Who taught 1.040 Project Management in Spring 2004, and what was their title?", "cached_answer": "Dr. Nathaniel Osgood, Senior Lecturer in the Department of Civil & Environmental Engineering at MIT, taught 1.040 Project Management in Spring 2004.", "new_query": "Who gave the guest lectures in 1.040 Project Management in Spring 2004, and what were their titles?"}
{"pair_id": "d1_s0194_N2_v2", "cached_question": "Who taught 1.040 Project Management in Spring 2004, and what was their title?", "cached_answer": "Dr. Nathaniel Osgood, Senior Lecturer in the Department of Civil & Environmental Engineering at MIT, taught 1.040 Project Management in Spring 2004.", "new_query": "Who taught 1.040 Project Management from 2003 through 2005, and what were their titles?"}
{"pair_id": "d1_s0194_N4_v3", "cached_question": "Who taught 1.040 Project Management in Spring 2004, and what was their title?", "cached_answer": "Dr. Nathaniel Osgood, Senior Lecturer in the Department of Civil & Environmental Engineering at MIT, taught 1.040 Project Management in Spring 2004.", "new_query": "Who taught 1.040 Project Management in the terms that were not Spring 2004, and what was their title?"}
{"pair_id": "d1_s0194_N6_v2", "cached_question": "Who taught 1.040 Project Management in Spring 2004, and what was their title?", "cached_answer": "Dr. Nathaniel Osgood, Senior Lecturer in the Department of Civil & Environmental Engineering at MIT, taught 1.040 Project Management in Spring 2004.", "new_query": "What other courses did the Spring 2004 instructor of 1.040 Project Management teach at MIT?"}
{"pair_id": "d1_s0194_P1_v2", "cached_question": "Who taught 1.040 Project Management in Spring 2004, and what was their title?", "cached_answer": "Dr. Nathaniel Osgood, Senior Lecturer in the Department of Civil & Environmental Engineering at MIT, taught 1.040 Project Management in Spring 2004.", "new_query": "Who led 1.040 Project Management in Spring 2004, and what was their position?"}
{"pair_id": "d1_s0194_P1_v3", "cached_question": "Who taught 1.040 Project Management in Spring 2004, and what was their title?", "cached_answer": "Dr. Nathaniel Osgood, Senior Lecturer in the Department of Civil & Environmental Engineering at MIT, taught 1.040 Project Management in Spring 2004.", "new_query": "Name the person who taught 1.040 Project Management in Spring 2004 and their academic rank."}
{"pair_id": "d1_s0194_P1_v4", "cached_question": "Who taught 1.040 Project Management in Spring 2004, and what was their title?", "cached_answer": "Dr. Nathaniel Osgood, Senior Lecturer in the Department of Civil & Environmental Engineering at MIT, taught 1.040 Project Management in Spring 2004.", "new_query": "Who was the teacher of 1.040 Project Management in Spring 2004, and what was their job title?"}
