You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0473
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d1_s0355_P3_v4", "cached_question": "What two texts are assigned in Session 2, 'Can AI Be Intelligent?', to explore the nature of intelligence?", "cached_answer": "Aristotle's Nicomachean Ethics (Book I.1–5) and Turing's 'Computing Machinery and Intelligence.'", "new_query": "2 assigned texts session 2 can ai be intelligent nature of intelligence?"}
{"pair_id": "d1_s0356_N3_v1", "cached_question": "Which philosophical text is used in the 'Who Lives and Who Drives' session to examine utilitarianism in self-driving car ethics?", "cached_answer": "Bentham's Principles, Chapters 1 and 4.", "new_query": "Which philosophical text is used in the 'Who Lives and Who Drives' session to examine deontology in self-driving car ethics?"}
{"pair_id": "d1_s0356_P1_v2", "cached_question": "Which philosophical text is used in the 'Who Lives and Who Drives' session to examine utilitarianism in self-driving car ethics?", "cached_answer": "Bentham's Principles, Chapters 1 and 4.", "new_query": "Which philosophical work does the 'Who Lives and Who Drives' session use to study utilitarianism in driverless car ethics?"}
{"pair_id": "d1_s0356_P1_v3", "cached_question": "Which philosophical text is used in the 'Who Lives and Who Drives' session to examine utilitarianism in self-driving car ethics?", "cached_answer": "Bentham's Principles, Chapters 1 and 4.", "new_query": "In the 'Who Lives and Who Drives' class, which philosophy text covers utilitarianism for autonomous vehicle ethics?"}
{"pair_id": "d1_s0356_P1_v4", "cached_question": "Which philosophical text is used in the 'Who Lives and Who Drives' session to examine utilitarianism in self-driving car ethics?", "cached_answer": "Bentham's Principles, Chapters 1 and 4.", "new_query": "What philosophical source is used for the utilitarianism discussion in the 'Who Lives and Who Drives' session on self-driving cars?"}
{"pair_id": "d1_s0356_P2_v1", "cached_question": "Which philosophical text is used in the 'Who Lives and Who Drives' session to examine utilitarianism in self-driving car ethics?", "cached_answer": "Bentham's Principles, Chapters 1 and 4.", "new_query": "Name the philosophical text used to examine utilitarianism in the 'Who Lives and Who Drives' session."}
{"pair_id": "d1_s0356_P2_v2", "cached_question": "Which philosophical text is used in the 'Who Lives and Who Drives' session to examine utilitarianism in self-driving car ethics?", "cached_answer": "Bentham's Principles, Chapters 1 and 4.", "new_query": "For the 'Who Lives and Who Drives' session on self-driving car ethics, utilitarianism is examined through which text?"}
{"pair_id": "d1_s0361_N1_v2", "cached_question": "How often does the 10.01 Ethics for Engineers seminar meet, and are there any prerequisites?", "cached_answer": "It meets once a week for a 2-hour lecture session, and there are no prerequisites.", "new_query": "What readings are assigned in the 10.01 Ethics for Engineers seminar?"}
{"pair_id": "d1_s0361_N2_v1", "cached_question": "How often does the 10.01 Ethics for Engineers seminar meet, and are there any prerequisites?", "cached_answer": "It meets once a week for a 2-hour lecture session, and there are no prerequisites.", "new_query": "How often do the 10.01 Ethics for Engineers discussion sections meet, and are there any prerequisites?"}
{"pair_id": "d1_s0361_N3_v2", "cached_question": "How often does the 10.01 Ethics for Engineers seminar meet, and are there any prerequisites?", "cached_answer": "It meets once a week for a 2-hour lecture session, and there are no prerequisites.", "new_query": "How often does the 10.01 Ethics for Scientists seminar meet, and are there any prerequisites?"}
{"pair_id": "d1_s0361_N4_v2", "cached_question": "How often does the 10.01 Ethics for Engineers seminar meet, and are there any prerequisites?", "cached_answer": "It meets once a week for a 2-hour lecture session, and there are no prerequisites.", "new_query": "In which weeks does the 10.01 Ethics for Engineers seminar not meet?"}
{"pair_id": "d1_s0361_N4_v3", "cached_question": "How often does the 10.01 Ethics for Engineers seminar meet, and are there any prerequisites?", "cached_answer": "It meets once a week for a 2-hour lecture session, and there are no prerequisites.", "new_query": "How often does the 10.01 Ethics for Engineers class meet outside the lecture session?"}
{"pair_id": "d1_s0361_N5_v3", "cached_question": "How often does the 10.01 Ethics for Engineers seminar meet, and are there any prerequisites?", "cached_answer": "It meets once a week for a 2-hour lecture session, and there are no prerequisites.", "new_query": "What is the shortest 10.01 Ethics for Engineers seminar session, and are there prerequisites?"}
{"pair_id": "d1_s0361_N6_v2", "cached_question": "How often does the 10.01 Ethics for Engineers seminar meet, and are there any prerequisites?", "cached_answer": "It meets once a week for a 2-hour lecture session, and there are no prerequisites.", "new_query": "Where does the 10.01 Ethics for Engineers seminar meet each week?"}
{"pair_id": "d1_s0361_P1_v3", "cached_question": "How often does the 10.01 Ethics for Engineers seminar meet, and are there any prerequisites?", "cached_answer": "It meets once a week for a 2-hour lecture session, and there are no prerequisites.", "new_query": "How many times a week does the 10.01 Ethics for Engineers seminar gather, and is any background coursework needed?"}
{"pair_id": "d1_s0361_P1_v4", "cached_question": "How often does the 10.01 Ethics for Engineers seminar meet, and are there any prerequisites?", "cached_answer": "It meets once a week for a 2-hour lecture session, and there are no prerequisites.", "new_query": "What is the schedule frequency for the 10.01 Ethics for Engineers seminar, and are there prereqs to enroll?"}
{"pair_id": "d1_s0361_P2_v1", "cached_question": "How often does the 10.01 Ethics for Engineers seminar meet, and are there any prerequisites?", "cached_answer": "It meets once a week for a 2-hour lecture session, and there are no prerequisites.", "new_query": "Tell me the meeting frequency and prerequisite requirements for the 10.01 Ethics for Engineers seminar."}
{"pair_id": "d1_s0361_P2_v3", "cached_question": "How often does the 10.01 Ethics for Engineers seminar meet, and are there any prerequisites?", "cached_answer": "It meets once a week for a 2-hour lecture session, and there are no prerequisites.", "new_query": "I would like to know how the 10.01 Ethics for Engineers seminar is scheduled each week and whether anything is required beforehand."}
{"pair_id": "d1_s0361_P2_v4", "cached_question": "How often does the 10.01 Ethics for Engineers seminar meet, and are there any prerequisites?", "cached_answer": "It meets once a week for a 2-hour lecture session, and there are no prerequisites.", "new_query": "For 10.01 Ethics for Engineers, what is the seminar's weekly meeting pattern, and what prerequisites apply?"}
{"pair_id": "d1_s0361_P3_v1", "cached_question": "How often does the 10.01 Ethics for Engineers seminar meet, and are there any prerequisites?", "cached_answer": "It meets once a week for a 2-hour lecture session, and there are no prerequisites.", "new_query": "how often does 10.01 ethics for engineers seminar meet n r there any prereqs?"}
{"pair_id": "d1_s0361_P3_v2", "cached_question": "How often does the 10.01 Ethics for Engineers seminar meet, and are there any prerequisites?", "cached_answer": "It meets once a week for a 2-hour lecture session, and there are no prerequisites.", "new_query": "10.01 ethics for engineers — seminar meets how often? prereqs?"}
{"pair_id": "d1_s0361_P3_v3", "cached_question": "How often does the 10.01 Ethics for Engineers seminar meet, and are there any prerequisites?", "cached_answer": "It meets once a week for a 2-hour lecture session, and there are no prerequisites.", "new_query": "how ofen does the 10.01 Ethics for Enginers seminar meet, any prerequisits"}
