You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0816
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d5_s0021_N4_v2", "cached_question": "Nghị định 81/2021/NĐ-CP quy định về những nội dung gì?", "cached_answer": "Quy định cơ chế thu, quản lý học phí và chính sách miễn, giảm học phí, hỗ trợ chi phí học tập, cùng với giá dịch vụ trong lĩnh vực giáo dục, đào tạo.", "new_query": "Nghị định 81/2021/NĐ-CP bãi bỏ những nội dung nào?"}
{"pair_id": "d5_s0021_N5_v1", "cached_question": "Nghị định 81/2021/NĐ-CP quy định về những nội dung gì?", "cached_answer": "Quy định cơ chế thu, quản lý học phí và chính sách miễn, giảm học phí, hỗ trợ chi phí học tập, cùng với giá dịch vụ trong lĩnh vực giáo dục, đào tạo.", "new_query": "Nội dung nào được nêu đầu tiên trong phạm vi điều chỉnh của Nghị định 81/2021/NĐ-CP?"}
{"pair_id": "d5_s0021_N5_v2", "cached_question": "Nghị định 81/2021/NĐ-CP quy định về những nội dung gì?", "cached_answer": "Quy định cơ chế thu, quản lý học phí và chính sách miễn, giảm học phí, hỗ trợ chi phí học tập, cùng với giá dịch vụ trong lĩnh vực giáo dục, đào tạo.", "new_query": "Nội dung cuối cùng trong phạm vi điều chỉnh của Nghị định 81/2021/NĐ-CP là gì?"}
{"pair_id": "d5_s0021_N6_v1", "cached_question": "Nghị định 81/2021/NĐ-CP quy định về những nội dung gì?", "cached_answer": "Quy định cơ chế thu, quản lý học phí và chính sách miễn, giảm học phí, hỗ trợ chi phí học tập, cùng với giá dịch vụ trong lĩnh vực giáo dục, đào tạo.", "new_query": "Nghị định 81/2021/NĐ-CP được sửa đổi, bổ sung bởi văn bản nào?"}
{"pair_id": "d5_s0021_P1_v1", "cached_question": "Nghị định 81/2021/NĐ-CP quy định về những nội dung gì?", "cached_answer": "Quy định cơ chế thu, quản lý học phí và chính sách miễn, giảm học phí, hỗ trợ chi phí học tập, cùng với giá dịch vụ trong lĩnh vực giáo dục, đào tạo.", "new_query": "Nghị định 81/2021/NĐ-CP điều chỉnh những vấn đề gì?"}
{"pair_id": "d5_s0021_P2_v3", "cached_question": "Nghị định 81/2021/NĐ-CP quy định về những nội dung gì?", "cached_answer": "Quy định cơ chế thu, quản lý học phí và chính sách miễn, giảm học phí, hỗ trợ chi phí học tập, cùng với giá dịch vụ trong lĩnh vực giáo dục, đào tạo.", "new_query": "Tôi cần tóm tắt các nội dung mà Nghị định 81/2021/NĐ-CP quy định."}
{"pair_id": "d5_s0021_P3_v2", "cached_question": "Nghị định 81/2021/NĐ-CP quy định về những nội dung gì?", "cached_answer": "Quy định cơ chế thu, quản lý học phí và chính sách miễn, giảm học phí, hỗ trợ chi phí học tập, cùng với giá dịch vụ trong lĩnh vực giáo dục, đào tạo.", "new_query": "nghi dinh 81/2021 quy dinh nhung gi ạ?"}
{"pair_id": "d5_s0022_N1_v1", "cached_question": "Nghị định 81/2021/NĐ-CP áp dụng cho những đối tượng người học nào?", "cached_answer": "Trẻ em mầm non, học sinh, sinh viên, học viên và nghiên cứu sinh đang học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân.", "new_query": "Nghị định 81/2021/NĐ-CP có hiệu lực thi hành từ ngày nào?"}
{"pair_id": "d5_s0022_N1_v2", "cached_question": "Nghị định 81/2021/NĐ-CP áp dụng cho những đối tượng người học nào?", "cached_answer": "Trẻ em mầm non, học sinh, sinh viên, học viên và nghiên cứu sinh đang học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân.", "new_query": "Nghị định 81/2021/NĐ-CP quy định những nội dung chính nào?"}
{"pair_id": "d5_s0022_N2_v1", "cached_question": "Nghị định 81/2021/NĐ-CP áp dụng cho những đối tượng người học nào?", "cached_answer": "Trẻ em mầm non, học sinh, sinh viên, học viên và nghiên cứu sinh đang học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân.", "new_query": "Nghị định 81/2021/NĐ-CP áp dụng cho những đối tượng người học nào tại cơ sở giáo dục nghề nghiệp?"}
{"pair_id": "d5_s0022_N2_v2", "cached_question": "Nghị định 81/2021/NĐ-CP áp dụng cho những đối tượng người học nào?", "cached_answer": "Trẻ em mầm non, học sinh, sinh viên, học viên và nghiên cứu sinh đang học tại các cơ sở giáo dục thuộc hệ thống giáo dục quốc dân.", "new_query": "Nghị định 81/2021/NĐ-CP áp dụng cho những đối tượng người học nước ngoài nào?"}
