You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0480
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d1_s0416_N6_v2", "cached_question": "At which session number is Homework 0 due in the 10.34 course calendar?", "cached_answer": "Session 4, during the Linear algebra 4 topic.", "new_query": "Which topic does the 10.34 calendar cover in the session right after Homework 0 is due?"}
{"pair_id": "d1_s0416_P1_v2", "cached_question": "At which session number is Homework 0 due in the 10.34 course calendar?", "cached_answer": "Session 4, during the Linear algebra 4 topic.", "new_query": "By what session number must Homework 0 be turned in according to the 10.34 calendar?"}
{"pair_id": "d1_s0416_P1_v4", "cached_question": "At which session number is Homework 0 due in the 10.34 course calendar?", "cached_answer": "Session 4, during the Linear algebra 4 topic.", "new_query": "What session number does the 10.34 calendar list as the Homework 0 deadline?"}
{"pair_id": "d1_s0416_P2_v1", "cached_question": "At which session number is Homework 0 due in the 10.34 course calendar?", "cached_answer": "Session 4, during the Linear algebra 4 topic.", "new_query": "Homework 0 in 10.34 — which session number is it due at?"}
{"pair_id": "d1_s0416_P2_v4", "cached_question": "At which session number is Homework 0 due in the 10.34 course calendar?", "cached_answer": "Session 4, during the Linear algebra 4 topic.", "new_query": "I'm looking at the 10.34 calendar; at what session does Homework 0 have to be submitted?"}
{"pair_id": "d1_s0416_P3_v2", "cached_question": "At which session number is Homework 0 due in the 10.34 course calendar?", "cached_answer": "Session 4, during the Linear algebra 4 topic.", "new_query": "at wat session number is homework 0 due in the 10.34 course calender"}
{"pair_id": "d1_s0417_N1_v1", "cached_question": "When do Quiz 1 and Quiz 2 occur in the 10.34 course schedule?", "cached_answer": "Quiz 1 occurs at session 15 and Quiz 2 occurs at session 25.", "new_query": "What material do Quiz 1 and Quiz 2 cover in 10.34?"}
{"pair_id": "d1_s0417_N2_v1", "cached_question": "When do Quiz 1 and Quiz 2 occur in the 10.34 course schedule?", "cached_answer": "Quiz 1 occurs at session 15 and Quiz 2 occurs at session 25.", "new_query": "When does Quiz 1 occur in the 10.34 course schedule?"}
{"pair_id": "d1_s0417_N3_v1", "cached_question": "When do Quiz 1 and Quiz 2 occur in the 10.34 course schedule?", "cached_answer": "Quiz 1 occurs at session 15 and Quiz 2 occurs at session 25.", "new_query": "When do Quiz 1 and Quiz 3 occur in the 10.34 course schedule?"}
{"pair_id": "d1_s0417_N3_v2", "cached_question": "When do Quiz 1 and Quiz 2 occur in the 10.34 course schedule?", "cached_answer": "Quiz 1 occurs at session 15 and Quiz 2 occurs at session 25.", "new_query": "When do Quiz 1 and Quiz 2 occur in the 10.37 course schedule?"}
{"pair_id": "d1_s0417_N4_v2", "cached_question": "When do Quiz 1 and Quiz 2 occur in the 10.34 course schedule?", "cached_answer": "Quiz 1 occurs at session 15 and Quiz 2 occurs at session 25.", "new_query": "In 10.34, are Quiz 1 and Quiz 2 held outside the regular sessions?"}
