You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0581
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0481_N5_v1", "cached_question": "What three stance categories does the classifier assign to tweets discussing a rumour?", "cached_answer": "Each tweet is classified as either supporting, denying, or questioning the rumour.", "new_query": "Which of the three stance categories is assigned to the most tweets discussing a rumour?"}
{"pair_id": "d2_s0481_P1_v2", "cached_question": "What three stance categories does the classifier assign to tweets discussing a rumour?", "cached_answer": "Each tweet is classified as either supporting, denying, or questioning the rumour.", "new_query": "What are the three stance classes used for tweets that discuss a rumour?"}
{"pair_id": "d2_s0481_P1_v3", "cached_question": "What three stance categories does the classifier assign to tweets discussing a rumour?", "cached_answer": "Each tweet is classified as either supporting, denying, or questioning the rumour.", "new_query": "Into which three stances does the system sort rumour-related tweets?"}
{"pair_id": "d2_s0481_P1_v4", "cached_question": "What three stance categories does the classifier assign to tweets discussing a rumour?", "cached_answer": "Each tweet is classified as either supporting, denying, or questioning the rumour.", "new_query": "What three positions can the classifier assign to a tweet that talks about a rumour?"}
{"pair_id": "d2_s0481_P2_v2", "cached_question": "What three stance categories does the classifier assign to tweets discussing a rumour?", "cached_answer": "Each tweet is classified as either supporting, denying, or questioning the rumour.", "new_query": "Tell me the three stance categories the classifier uses for rumour tweets."}
{"pair_id": "d2_s0481_P2_v3", "cached_question": "What three stance categories does the classifier assign to tweets discussing a rumour?", "cached_answer": "Each tweet is classified as either supporting, denying, or questioning the rumour.", "new_query": "For a tweet discussing a rumour, the classifier chooses among which three stances?"}
{"pair_id": "d2_s0481_P2_v4", "cached_question": "What three stance categories does the classifier assign to tweets discussing a rumour?", "cached_answer": "Each tweet is classified as either supporting, denying, or questioning the rumour.", "new_query": "I would like to know the three stance categories applied by the classifier to rumour tweets."}
{"pair_id": "d2_s0481_P3_v2", "cached_question": "What three stance categories does the classifier assign to tweets discussing a rumour?", "cached_answer": "Each tweet is classified as either supporting, denying, or questioning the rumour.", "new_query": "three stance labels for rumour tweets??"}
{"pair_id": "d2_s0481_P3_v3", "cached_question": "What three stance categories does the classifier assign to tweets discussing a rumour?", "cached_answer": "Each tweet is classified as either supporting, denying, or questioning the rumour.", "new_query": "wat r the 3 stances the classifer assigns to tweets discussing a rumor"}
{"pair_id": "d2_s0481_P3_v4", "cached_question": "What three stance categories does the classifier assign to tweets discussing a rumour?", "cached_answer": "Each tweet is classified as either supporting, denying, or questioning the rumour.", "new_query": "stance categories rumour tweets - the 3 of them pls"}
{"pair_id": "d2_s0482_N1_v1", "cached_question": "What type of machine learning model underlies the rumour stance classifier in this paper?", "cached_answer": "The classifier is based on Gaussian Processes combined with multi-task learning.", "new_query": "What accuracy does the rumour stance classifier in this paper achieve?"}
