You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0587
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0531_N4_v1", "cached_question": "What character limit of tweets is cited in the paper as a challenge for automatic classification?", "cached_answer": "Tweets are limited to only 140 characters.", "new_query": "What character limit of tweets is cited in the paper as an advantage for automatic classification?"}
{"pair_id": "d2_s0531_N6_v2", "cached_question": "What character limit of tweets is cited in the paper as a challenge for automatic classification?", "cached_answer": "Tweets are limited to only 140 characters.", "new_query": "Why does the 140-character limit make tweet classification harder, according to the paper?"}
{"pair_id": "d2_s0531_P1_v2", "cached_question": "What character limit of tweets is cited in the paper as a challenge for automatic classification?", "cached_answer": "Tweets are limited to only 140 characters.", "new_query": "What cap on tweet length is mentioned in the paper as a hurdle for automatic classification?"}
{"pair_id": "d2_s0531_P1_v3", "cached_question": "What character limit of tweets is cited in the paper as a challenge for automatic classification?", "cached_answer": "Tweets are limited to only 140 characters.", "new_query": "According to the paper, what character restriction on tweets makes automatic classification hard?"}
{"pair_id": "d2_s0531_P1_v4", "cached_question": "What character limit of tweets is cited in the paper as a challenge for automatic classification?", "cached_answer": "Tweets are limited to only 140 characters.", "new_query": "What is the tweet character limit the paper names as a challenge for automated classification?"}
{"pair_id": "d2_s0531_P2_v2", "cached_question": "What character limit of tweets is cited in the paper as a challenge for automatic classification?", "cached_answer": "Tweets are limited to only 140 characters.", "new_query": "Give me the character limit of tweets that the paper says complicates automatic classification."}
{"pair_id": "d2_s0531_P2_v3", "cached_question": "What character limit of tweets is cited in the paper as a challenge for automatic classification?", "cached_answer": "Tweets are limited to only 140 characters.", "new_query": "Automatic classification is made harder by a tweet character limit in the paper; what limit is it?"}
{"pair_id": "d2_s0531_P2_v4", "cached_question": "What character limit of tweets is cited in the paper as a challenge for automatic classification?", "cached_answer": "Tweets are limited to only 140 characters.", "new_query": "How many characters are tweets limited to, per the classification challenge the paper raises?"}
{"pair_id": "d2_s0531_P3_v3", "cached_question": "What character limit of tweets is cited in the paper as a challenge for automatic classification?", "cached_answer": "Tweets are limited to only 140 characters.", "new_query": "which character limt of tweets does the paper cite as a challange for automatic classifcation"}
{"pair_id": "d2_s0531_P3_v4", "cached_question": "What character limit of tweets is cited in the paper as a challenge for automatic classification?", "cached_answer": "Tweets are limited to only 140 characters.", "new_query": "paper says tweet char limit makes auto classification hard - whats the limit"}
{"pair_id": "d2_s0532_N1_v1", "cached_question": "What kind of algorithm do the authors propose to train DNNs during disaster situations?", "cached_answer": "A new online algorithm based on stochastic gradient descent, to train DNNs in an online fashion.", "new_query": "How do the authors evaluate their DNN training approach for disaster situations?"}
{"pair_id": "d2_s0532_N2_v1", "cached_question": "What kind of algorithm do the authors propose to train DNNs during disaster situations?", "cached_answer": "A new online algorithm based on stochastic gradient descent, to train DNNs in an online fashion.", "new_query": "What kind of algorithm do the authors propose to train only the output layer of DNNs during disasters?"}
{"pair_id": "d2_s0532_N3_v1", "cached_question": "What kind of algorithm do the authors propose to train DNNs during disaster situations?", "cached_answer": "A new online algorithm based on stochastic gradient descent, to train DNNs in an online fashion.", "new_query": "What kind of algorithm do the authors propose to train CNNs during disaster situations?"}
{"pair_id": "d2_s0532_N3_v2", "cached_question": "What kind of algorithm do the authors propose to train DNNs during disaster situations?", "cached_answer": "A new online algorithm based on stochastic gradient descent, to train DNNs in an online fashion.", "new_query": "What kind of algorithm do the authors propose to train DNNs during election campaigns?"}
{"pair_id": "d2_s0532_N4_v1", "cached_question": "What kind of algorithm do the authors propose to train DNNs during disaster situations?", "cached_answer": "A new online algorithm based on stochastic gradient descent, to train DNNs in an online fashion.", "new_query": "What kind of algorithm do the authors propose to train DNNs offline rather than online during disasters?"}
{"pair_id": "d2_s0532_N4_v2", "cached_question": "What kind of algorithm do the authors propose to train DNNs during disaster situations?", "cached_answer": "A new online algorithm based on stochastic gradient descent, to train DNNs in an online fashion.", "new_query": "Which algorithm do the authors advise against for training DNNs during disaster situations?"}
{"pair_id": "d2_s0532_N5_v2", "cached_question": "What kind of algorithm do the authors propose to train DNNs during disaster situations?", "cached_answer": "A new online algorithm based on stochastic gradient descent, to train DNNs in an online fashion.", "new_query": "Of all the algorithms the authors discuss, which trains DNNs best during disasters?"}
{"pair_id": "d2_s0532_N5_v3", "cached_question": "What kind of algorithm do the authors propose to train DNNs during disaster situations?", "cached_answer": "A new online algorithm based on stochastic gradient descent, to train DNNs in an online fashion.", "new_query": "Of all the algorithms the authors discuss, which performs worst for training DNNs during disasters?"}
{"pair_id": "d2_s0532_N6_v2", "cached_question": "What kind of algorithm do the authors propose to train DNNs during disaster situations?", "cached_answer": "A new online algorithm based on stochastic gradient descent, to train DNNs in an online fashion.", "new_query": "How quickly can the proposed algorithm adapt DNNs once a disaster begins?"}
{"pair_id": "d2_s0532_P1_v2", "cached_question": "What kind of algorithm do the authors propose to train DNNs during disaster situations?", "cached_answer": "A new online algorithm based on stochastic gradient descent, to train DNNs in an online fashion.", "new_query": "What type of algorithm is proposed for training deep neural networks during disasters?"}
{"pair_id": "d2_s0532_P2_v4", "cached_question": "What kind of algorithm do the authors propose to train DNNs during disaster situations?", "cached_answer": "A new online algorithm based on stochastic gradient descent, to train DNNs in an online fashion.", "new_query": "I'd like to know which training algorithm the authors recommend for DNNs in disaster settings."}
{"pair_id": "d2_s0532_P3_v1", "cached_question": "What kind of algorithm do the authors propose to train DNNs during disaster situations?", "cached_answer": "A new online algorithm based on stochastic gradient descent, to train DNNs in an online fashion.", "new_query": "wat kind of algo do the authors propose to train DNNs during disasters?"}
{"pair_id": "d2_s0532_P3_v2", "cached_question": "What kind of algorithm do the authors propose to train DNNs during disaster situations?", "cached_answer": "A new online algorithm based on stochastic gradient descent, to train DNNs in an online fashion.", "new_query": "authors propose which algorithm 4 training dnns in disaster situatons??"}
{"pair_id": "d2_s0532_P3_v4", "cached_question": "What kind of algorithm do the authors propose to train DNNs during disaster situations?", "cached_answer": "A new online algorithm based on stochastic gradient descent, to train DNNs in an online fashion.", "new_query": "dnn training algorithm during disasters — wat kind do they propose"}
{"pair_id": "d2_s0536_N2_v1", "cached_question": "How many dyads participated in the reciprocal peer tutoring data collection, and what was their composition?", "cached_answer": "12 American English-speaking dyads participated: 6 friends and 6 strangers, 6 boys and 6 girls, with a mean age of 13 years.", "new_query": "How many of the reciprocal peer tutoring dyads were friends, and what was their gender composition?"}
{"pair_id": "d2_s0536_N2_v2", "cached_question": "How many dyads participated in the reciprocal peer tutoring data collection, and what was their composition?", "cached_answer": "12 American English-speaking dyads participated: 6 friends and 6 strangers, 6 boys and 6 girls, with a mean age of 13 years.", "new_query": "How many dyads took part in the second session of the reciprocal peer tutoring data collection?"}
{"pair_id": "d2_s0536_N4_v1", "cached_question": "How many dyads participated in the reciprocal peer tutoring data collection, and what was their composition?", "cached_answer": "12 American English-speaking dyads participated: 6 friends and 6 strangers, 6 boys and 6 girls, with a mean age of 13 years.", "new_query": "How many dyads were excluded from the reciprocal peer tutoring data collection?"}
{"pair_id": "d2_s0536_N4_v3", "cached_question": "How many dyads participated in the reciprocal peer tutoring data collection, and what was their composition?", "cached_answer": "12 American English-speaking dyads participated: 6 friends and 6 strangers, 6 boys and 6 girls, with a mean age of 13 years.", "new_query": "How many dyads dropped out of the reciprocal peer tutoring data collection?"}
{"pair_id": "d2_s0536_N6_v1", "cached_question": "How many dyads participated in the reciprocal peer tutoring data collection, and what was their composition?", "cached_answer": "12 American English-speaking dyads participated: 6 friends and 6 strangers, 6 boys and 6 girls, with a mean age of 13 years.", "new_query": "Why were both friend and stranger dyads included in the reciprocal peer tutoring data collection?"}
{"pair_id": "d2_s0536_N6_v2", "cached_question": "How many dyads participated in the reciprocal peer tutoring data collection, and what was their composition?", "cached_answer": "12 American English-speaking dyads participated: 6 friends and 6 strangers, 6 boys and 6 girls, with a mean age of 13 years.", "new_query": "How were the 12 dyads recruited for the reciprocal peer tutoring data collection?"}
{"pair_id": "d2_s0536_P1_v1", "cached_question": "How many dyads participated in the reciprocal peer tutoring data collection, and what was their composition?", "cached_answer": "12 American English-speaking dyads participated: 6 friends and 6 strangers, 6 boys and 6 girls, with a mean age of 13 years.", "new_query": "How many pairs took part in the reciprocal peer tutoring data collection, and how were they composed?"}
{"pair_id": "d2_s0536_P1_v2", "cached_question": "How many dyads participated in the reciprocal peer tutoring data collection, and what was their composition?", "cached_answer": "12 American English-speaking dyads participated: 6 friends and 6 strangers, 6 boys and 6 girls, with a mean age of 13 years.", "new_query": "What number of dyads was involved in the reciprocal peer tutoring study, and what was their makeup?"}
{"pair_id": "d2_s0536_P1_v3", "cached_question": "How many dyads participated in the reciprocal peer tutoring data collection, and what was their composition?", "cached_answer": "12 American English-speaking dyads participated: 6 friends and 6 strangers, 6 boys and 6 girls, with a mean age of 13 years.", "new_query": "How many dyads were recruited for the reciprocal peer tutoring corpus, and what was their breakdown?"}
{"pair_id": "d2_s0536_P1_v4", "cached_question": "How many dyads participated in the reciprocal peer tutoring data collection, and what was their composition?", "cached_answer": "12 American English-speaking dyads participated: 6 friends and 6 strangers, 6 boys and 6 girls, with a mean age of 13 years.", "new_query": "Could you tell me the number of dyads in the reciprocal peer tutoring data collection and how they were composed?"}
{"pair_id": "d2_s0536_P2_v1", "cached_question": "How many dyads participated in the reciprocal peer tutoring data collection, and what was their composition?", "cached_answer": "12 American English-speaking dyads participated: 6 friends and 6 strangers, 6 boys and 6 girls, with a mean age of 13 years.", "new_query": "For the reciprocal peer tutoring data collection, give me the number of dyads and their composition."}
{"pair_id": "d2_s0536_P2_v2", "cached_question": "How many dyads participated in the reciprocal peer tutoring data collection, and what was their composition?", "cached_answer": "12 American English-speaking dyads participated: 6 friends and 6 strangers, 6 boys and 6 girls, with a mean age of 13 years.", "new_query": "The reciprocal peer tutoring data was collected from how many dyads, and what were those dyads made up of?"}
{"pair_id": "d2_s0536_P2_v3", "cached_question": "How many dyads participated in the reciprocal peer tutoring data collection, and what was their composition?", "cached_answer": "12 American English-speaking dyads participated: 6 friends and 6 strangers, 6 boys and 6 girls, with a mean age of 13 years.", "new_query": "I'd like the dyad count and dyad composition for the reciprocal peer tutoring data collection."}
