You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0548
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0175_N1_v2", "cached_question": "Which dataset did the authors use to compare ROUGE scores with manual Pyramid scores?", "cached_answer": "The TAC 2014 scientific summarization dataset.", "new_query": "Which ROUGE variants did the authors compute for the comparison with manual Pyramid scores?"}
{"pair_id": "d2_s0175_N2_v1", "cached_question": "Which dataset did the authors use to compare ROUGE scores with manual Pyramid scores?", "cached_answer": "The TAC 2014 scientific summarization dataset.", "new_query": "Which subset of documents within that dataset was used to compare ROUGE with manual Pyramid scores?"}
{"pair_id": "d2_s0175_N2_v2", "cached_question": "Which dataset did the authors use to compare ROUGE scores with manual Pyramid scores?", "cached_answer": "The TAC 2014 scientific summarization dataset.", "new_query": "Which datasets are generally used to compare ROUGE with manual Pyramid scores in summarization research?"}
{"pair_id": "d2_s0175_N3_v1", "cached_question": "Which dataset did the authors use to compare ROUGE scores with manual Pyramid scores?", "cached_answer": "The TAC 2014 scientific summarization dataset.", "new_query": "Which dataset did the authors use to compare ROUGE scores with manual Responsiveness scores?"}
{"pair_id": "d2_s0175_N3_v2", "cached_question": "Which dataset did the authors use to compare ROUGE scores with manual Pyramid scores?", "cached_answer": "The TAC 2014 scientific summarization dataset.", "new_query": "Which dataset did the authors use to compare BLEU scores with manual Pyramid scores?"}
{"pair_id": "d2_s0175_N4_v3", "cached_question": "Which dataset did the authors use to compare ROUGE scores with manual Pyramid scores?", "cached_answer": "The TAC 2014 scientific summarization dataset.", "new_query": "Which non-scientific summarization dataset did the authors use to compare ROUGE with manual Pyramid scores?"}
{"pair_id": "d2_s0175_N5_v2", "cached_question": "Which dataset did the authors use to compare ROUGE scores with manual Pyramid scores?", "cached_answer": "The TAC 2014 scientific summarization dataset.", "new_query": "Which dataset gave the highest correlation between ROUGE and manual Pyramid scores?"}
{"pair_id": "d2_s0175_N5_v3", "cached_question": "Which dataset did the authors use to compare ROUGE scores with manual Pyramid scores?", "cached_answer": "The TAC 2014 scientific summarization dataset.", "new_query": "Which dataset gave the lowest agreement between ROUGE and manual Pyramid scores?"}
{"pair_id": "d2_s0175_P1_v2", "cached_question": "Which dataset did the authors use to compare ROUGE scores with manual Pyramid scores?", "cached_answer": "The TAC 2014 scientific summarization dataset.", "new_query": "On which dataset did the authors contrast ROUGE with human Pyramid scores?"}
{"pair_id": "d2_s0175_P1_v3", "cached_question": "Which dataset did the authors use to compare ROUGE scores with manual Pyramid scores?", "cached_answer": "The TAC 2014 scientific summarization dataset.", "new_query": "What corpus did the authors use when comparing ROUGE values to manually assigned Pyramid scores?"}
{"pair_id": "d2_s0175_P1_v4", "cached_question": "Which dataset did the authors use to compare ROUGE scores with manual Pyramid scores?", "cached_answer": "The TAC 2014 scientific summarization dataset.", "new_query": "Which data collection did the authors rely on to relate ROUGE and manual Pyramid scores?"}
