You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0599
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0636_N2_v1", "cached_question": "Into what three subsets is the tweet dataset divided?", "cached_answer": "Train, dev, and test.", "new_query": "Into what subsets is the development portion of the tweet dataset further divided?"}
{"pair_id": "d2_s0636_N3_v2", "cached_question": "Into what three subsets is the tweet dataset divided?", "cached_answer": "Train, dev, and test.", "new_query": "Into what three subsets is the blog dataset divided?"}
{"pair_id": "d2_s0636_N4_v4", "cached_question": "Into what three subsets is the tweet dataset divided?", "cached_answer": "Train, dev, and test.", "new_query": "Was the tweet dataset left undivided rather than split into three subsets?"}
{"pair_id": "d2_s0636_N5_v1", "cached_question": "Into what three subsets is the tweet dataset divided?", "cached_answer": "Train, dev, and test.", "new_query": "What is the largest of the three subsets the tweet dataset is divided into?"}
{"pair_id": "d2_s0636_N5_v2", "cached_question": "Into what three subsets is the tweet dataset divided?", "cached_answer": "Train, dev, and test.", "new_query": "What is the smallest of the three subsets of the tweet dataset?"}
{"pair_id": "d2_s0636_N6_v1", "cached_question": "Into what three subsets is the tweet dataset divided?", "cached_answer": "Train, dev, and test.", "new_query": "What ratio was used when dividing the tweet dataset into its three subsets?"}
{"pair_id": "d2_s0636_N6_v2", "cached_question": "Into what three subsets is the tweet dataset divided?", "cached_answer": "Train, dev, and test.", "new_query": "Why was the tweet dataset divided into three subsets rather than two?"}
{"pair_id": "d2_s0636_P1_v3", "cached_question": "Into what three subsets is the tweet dataset divided?", "cached_answer": "Train, dev, and test.", "new_query": "The tweet dataset is separated into which three portions?"}
{"pair_id": "d2_s0636_P1_v4", "cached_question": "Into what three subsets is the tweet dataset divided?", "cached_answer": "Train, dev, and test.", "new_query": "Name the three splits that the tweet dataset is divided into."}
{"pair_id": "d2_s0636_P2_v1", "cached_question": "Into what three subsets is the tweet dataset divided?", "cached_answer": "Train, dev, and test.", "new_query": "List the three subsets that make up the tweet dataset."}
{"pair_id": "d2_s0636_P2_v3", "cached_question": "Into what three subsets is the tweet dataset divided?", "cached_answer": "Train, dev, and test.", "new_query": "Can you tell me the three subsets into which the authors divided the tweet dataset?"}
{"pair_id": "d2_s0636_P3_v3", "cached_question": "Into what three subsets is the tweet dataset divided?", "cached_answer": "Train, dev, and test.", "new_query": "wat r the 3 subsets of the tweet datset"}
{"pair_id": "d2_s0636_P3_v4", "cached_question": "Into what three subsets is the tweet dataset divided?", "cached_answer": "Train, dev, and test.", "new_query": "the tweet ds is divided in2 three subsets - which ones"}
{"pair_id": "d2_s0641_N2_v1", "cached_question": "Which language pair does this neural machine translation study focus on?", "cached_answer": "English–Tamil.", "new_query": "Which language pair does the ablation experiment in this neural machine translation study focus on?"}
{"pair_id": "d2_s0641_N3_v1", "cached_question": "Which language pair does this neural machine translation study focus on?", "cached_answer": "English–Tamil.", "new_query": "Which language pair does this statistical machine translation study focus on?"}
{"pair_id": "d2_s0641_N3_v2", "cached_question": "Which language pair does this neural machine translation study focus on?", "cached_answer": "English–Tamil.", "new_query": "Which language pair does this neural machine translation shared task focus on?"}
{"pair_id": "d2_s0641_N5_v1", "cached_question": "Which language pair does this neural machine translation study focus on?", "cached_answer": "English–Tamil.", "new_query": "Which language pair receives the least attention in this neural machine translation study?"}
{"pair_id": "d2_s0641_N5_v2", "cached_question": "Which language pair does this neural machine translation study focus on?", "cached_answer": "English–Tamil.", "new_query": "Which language pair did this neural machine translation study evaluate first?"}
{"pair_id": "d2_s0641_N6_v1", "cached_question": "Which language pair does this neural machine translation study focus on?", "cached_answer": "English–Tamil.", "new_query": "Why did this neural machine translation study choose that language pair?"}
{"pair_id": "d2_s0641_P1_v3", "cached_question": "Which language pair does this neural machine translation study focus on?", "cached_answer": "English–Tamil.", "new_query": "Which two languages does this neural translation study deal with?"}
{"pair_id": "d2_s0641_P1_v4", "cached_question": "Which language pair does this neural machine translation study focus on?", "cached_answer": "English–Tamil.", "new_query": "What is the language pair examined in this neural MT paper?"}
{"pair_id": "d2_s0641_P2_v1", "cached_question": "Which language pair does this neural machine translation study focus on?", "cached_answer": "English–Tamil.", "new_query": "Tell me the language pair that this neural machine translation study concentrates on."}
{"pair_id": "d2_s0641_P3_v1", "cached_question": "Which language pair does this neural machine translation study focus on?", "cached_answer": "English–Tamil.", "new_query": "which lang pair does this nmt study focus on?"}
{"pair_id": "d2_s0641_P3_v2", "cached_question": "Which language pair does this neural machine translation study focus on?", "cached_answer": "English–Tamil.", "new_query": "wat language pair is this neural machine translaton study about"}
{"pair_id": "d2_s0642_N1_v1", "cached_question": "By how much did Word2Vec embeddings improve BLEU score over the baseline RNNSearch model, and what was that baseline's BLEU score?", "cached_answer": "Word2Vec embeddings improved translation by 0.73 BLEU points over the baseline RNNSearch model, which scored 4.84 BLEU.", "new_query": "How much did Word2Vec embeddings reduce training time compared with the baseline RNNSearch model?"}
{"pair_id": "d2_s0642_N2_v1", "cached_question": "By how much did Word2Vec embeddings improve BLEU score over the baseline RNNSearch model, and what was that baseline's BLEU score?", "cached_answer": "Word2Vec embeddings improved translation by 0.73 BLEU points over the baseline RNNSearch model, which scored 4.84 BLEU.", "new_query": "By how much did Word2Vec embeddings improve BLEU over the baseline RNNSearch model on long sentences only?"}
{"pair_id": "d2_s0642_N2_v2", "cached_question": "By how much did Word2Vec embeddings improve BLEU score over the baseline RNNSearch model, and what was that baseline's BLEU score?", "cached_answer": "Word2Vec embeddings improved translation by 0.73 BLEU points over the baseline RNNSearch model, which scored 4.84 BLEU.", "new_query": "By how much did all the tested embedding types improve BLEU over the baseline RNNSearch model?"}
{"pair_id": "d2_s0642_N3_v1", "cached_question": "By how much did Word2Vec embeddings improve BLEU score over the baseline RNNSearch model, and what was that baseline's BLEU score?", "cached_answer": "Word2Vec embeddings improved translation by 0.73 BLEU points over the baseline RNNSearch model, which scored 4.84 BLEU.", "new_query": "By how much did GloVe embeddings improve BLEU score over the baseline RNNSearch model, and what was that baseline's BLEU score?"}
