You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0867
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d5_s0287_N4_v2", "cached_question": "Sinh viên không tốt nghiệp được cấp gì?", "cached_answer": "Sinh viên không tốt nghiệp được cấp chứng chỉ giáo dục đại học hoặc bảng điểm các học phần đã tích lũy trong chương trình đào tạo, và được xác nhận đã tham gia học tập.", "new_query": "Sinh viên không tốt nghiệp không được cấp văn bằng nào?"}
{"pair_id": "d5_s0287_N5_v3", "cached_question": "Sinh viên không tốt nghiệp được cấp gì?", "cached_answer": "Sinh viên không tốt nghiệp được cấp chứng chỉ giáo dục đại học hoặc bảng điểm các học phần đã tích lũy trong chương trình đào tạo, và được xác nhận đã tham gia học tập.", "new_query": "Sinh viên không tốt nghiệp được cấp ít nhất loại giấy tờ nào?"}
{"pair_id": "d5_s0287_N6_v2", "cached_question": "Sinh viên không tốt nghiệp được cấp gì?", "cached_answer": "Sinh viên không tốt nghiệp được cấp chứng chỉ giáo dục đại học hoặc bảng điểm các học phần đã tích lũy trong chương trình đào tạo, và được xác nhận đã tham gia học tập.", "new_query": "Sinh viên không tốt nghiệp phải làm thủ tục gì để được cấp bảng điểm các học phần đã tích lũy?"}
{"pair_id": "d5_s0287_P1_v1", "cached_question": "Sinh viên không tốt nghiệp được cấp gì?", "cached_answer": "Sinh viên không tốt nghiệp được cấp chứng chỉ giáo dục đại học hoặc bảng điểm các học phần đã tích lũy trong chương trình đào tạo, và được xác nhận đã tham gia học tập.", "new_query": "Sinh viên không tốt nghiệp thì được cấp loại giấy tờ gì?"}
{"pair_id": "d5_s0287_P1_v2", "cached_question": "Sinh viên không tốt nghiệp được cấp gì?", "cached_answer": "Sinh viên không tốt nghiệp được cấp chứng chỉ giáo dục đại học hoặc bảng điểm các học phần đã tích lũy trong chương trình đào tạo, và được xác nhận đã tham gia học tập.", "new_query": "Người học không đủ điều kiện tốt nghiệp được nhận văn bản gì?"}
{"pair_id": "d5_s0287_P1_v3", "cached_question": "Sinh viên không tốt nghiệp được cấp gì?", "cached_answer": "Sinh viên không tốt nghiệp được cấp chứng chỉ giáo dục đại học hoặc bảng điểm các học phần đã tích lũy trong chương trình đào tạo, và được xác nhận đã tham gia học tập.", "new_query": "Sinh viên không hoàn tất chương trình để tốt nghiệp được cấp thứ gì?"}
{"pair_id": "d5_s0287_P2_v1", "cached_question": "Sinh viên không tốt nghiệp được cấp gì?", "cached_answer": "Sinh viên không tốt nghiệp được cấp chứng chỉ giáo dục đại học hoặc bảng điểm các học phần đã tích lũy trong chương trình đào tạo, và được xác nhận đã tham gia học tập.", "new_query": "Trường cấp những giấy tờ gì cho sinh viên không tốt nghiệp?"}
{"pair_id": "d5_s0287_P2_v2", "cached_question": "Sinh viên không tốt nghiệp được cấp gì?", "cached_answer": "Sinh viên không tốt nghiệp được cấp chứng chỉ giáo dục đại học hoặc bảng điểm các học phần đã tích lũy trong chương trình đào tạo, và được xác nhận đã tham gia học tập.", "new_query": "Cho tôi biết sinh viên không tốt nghiệp sẽ được cấp những gì."}
{"pair_id": "d5_s0287_P2_v3", "cached_question": "Sinh viên không tốt nghiệp được cấp gì?", "cached_answer": "Sinh viên không tốt nghiệp được cấp chứng chỉ giáo dục đại học hoặc bảng điểm các học phần đã tích lũy trong chương trình đào tạo, và được xác nhận đã tham gia học tập.", "new_query": "Đối với sinh viên không tốt nghiệp, những loại giấy tờ nào được cấp?"}
{"pair_id": "d5_s0287_P2_v4", "cached_question": "Sinh viên không tốt nghiệp được cấp gì?", "cached_answer": "Sinh viên không tốt nghiệp được cấp chứng chỉ giáo dục đại học hoặc bảng điểm các học phần đã tích lũy trong chương trình đào tạo, và được xác nhận đã tham gia học tập.", "new_query": "Những gì được cấp cho sinh viên không tốt nghiệp?"}
{"pair_id": "d5_s0288_N3_v2", "cached_question": "Trường hợp nào sinh viên được nghỉ học tạm thời mà không tính vào thời gian đào tạo tối đa do lý do sức khỏe?", "cached_answer": "Sinh viên bị ốm, thai sản hoặc tai nạn phải điều trị thời gian dài, có chứng nhận của cơ sở khám bệnh, chữa bệnh có thẩm quyền theo quy định của Bộ Y tế, được nghỉ học tạm thời không tính vào thời gian đào tạo tối đa.", "new_query": "Trường hợp nào sinh viên được nghỉ học tạm thời mà không tính vào thời gian đào tạo tối đa do nghĩa vụ quân sự?"}
