You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0496
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d1_s0533_P2_v2", "cached_question": "Who is the instructor for MIT's 10.490 Integrated Chemical Engineering I course?", "cached_answer": "Dr. Barry S. Johnston.", "new_query": "Give me the name of the person teaching 10.490 Integrated Chemical Engineering I at MIT."}
{"pair_id": "d1_s0533_P2_v3", "cached_question": "Who is the instructor for MIT's 10.490 Integrated Chemical Engineering I course?", "cached_answer": "Dr. Barry S. Johnston.", "new_query": "By whom is MIT's 10.490 Integrated Chemical Engineering I taught?"}
{"pair_id": "d1_s0533_P2_v4", "cached_question": "Who is the instructor for MIT's 10.490 Integrated Chemical Engineering I course?", "cached_answer": "Dr. Barry S. Johnston.", "new_query": "I'm looking up 10.490 Integrated Chemical Engineering I at MIT; who's listed as its instructor?"}
{"pair_id": "d1_s0533_P3_v1", "cached_question": "Who is the instructor for MIT's 10.490 Integrated Chemical Engineering I course?", "cached_answer": "Dr. Barry S. Johnston.", "new_query": "whos the instructor for mit 10.490 integrated chemical engineering i?"}
{"pair_id": "d1_s0533_P3_v3", "cached_question": "Who is the instructor for MIT's 10.490 Integrated Chemical Engineering I course?", "cached_answer": "Dr. Barry S. Johnston.", "new_query": "who teaches 10.490 integrated chemical engeneering 1 at mit"}
{"pair_id": "d1_s0534_N1_v2", "cached_question": "In which term was 10.490 Integrated Chemical Engineering I taught?", "cached_answer": "Fall 2006, at the undergraduate level.", "new_query": "Who taught 10.490 Integrated Chemical Engineering I?"}
{"pair_id": "d1_s0534_N3_v1", "cached_question": "In which term was 10.490 Integrated Chemical Engineering I taught?", "cached_answer": "Fall 2006, at the undergraduate level.", "new_query": "In which term was 10.491 Integrated Chemical Engineering II taught?"}
{"pair_id": "d1_s0534_N3_v2", "cached_question": "In which term was 10.490 Integrated Chemical Engineering I taught?", "cached_answer": "Fall 2006, at the undergraduate level.", "new_query": "In which term was 10.492 Integrated Chemical Engineering Topics I taught?"}
{"pair_id": "d1_s0534_P1_v1", "cached_question": "In which term was 10.490 Integrated Chemical Engineering I taught?", "cached_answer": "Fall 2006, at the undergraduate level.", "new_query": "During which semester was 10.490 Integrated Chemical Engineering I offered?"}
{"pair_id": "d1_s0534_P1_v2", "cached_question": "In which term was 10.490 Integrated Chemical Engineering I taught?", "cached_answer": "Fall 2006, at the undergraduate level.", "new_query": "What term was Integrated Chemical Engineering I (10.490) taught in?"}
{"pair_id": "d1_s0534_P1_v3", "cached_question": "In which term was 10.490 Integrated Chemical Engineering I taught?", "cached_answer": "Fall 2006, at the undergraduate level.", "new_query": "In what academic term did 10.490 Integrated Chemical Engineering I run?"}
{"pair_id": "d1_s0534_P2_v1", "cached_question": "In which term was 10.490 Integrated Chemical Engineering I taught?", "cached_answer": "Fall 2006, at the undergraduate level.", "new_query": "Tell me the term in which 10.490 Integrated Chemical Engineering I was taught."}
{"pair_id": "d1_s0534_P2_v3", "cached_question": "In which term was 10.490 Integrated Chemical Engineering I taught?", "cached_answer": "Fall 2006, at the undergraduate level.", "new_query": "10.490 Integrated Chemical Engineering I was taught in which term?"}
{"pair_id": "d1_s0534_P3_v2", "cached_question": "In which term was 10.490 Integrated Chemical Engineering I taught?", "cached_answer": "Fall 2006, at the undergraduate level.", "new_query": "which sem was 10490 integrated chemical engineering i taught??"}
