You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0471
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d1_s0338_P2_v2", "cached_question": "Who gives the Week 4 lecture on Acid/Base Chemistry in 1.101?", "cached_answer": "Prof. Phil Gschwend.", "new_query": "Tell me who presents Acid/Base Chemistry in Week 4 of 1.101."}
{"pair_id": "d1_s0338_P2_v3", "cached_question": "Who gives the Week 4 lecture on Acid/Base Chemistry in 1.101?", "cached_answer": "Prof. Phil Gschwend.", "new_query": "I'd like the name of the person lecturing on Acid/Base Chemistry in 1.101's Week 4."}
{"pair_id": "d1_s0338_P2_v4", "cached_question": "Who gives the Week 4 lecture on Acid/Base Chemistry in 1.101?", "cached_answer": "Prof. Phil Gschwend.", "new_query": "In 1.101, Week 4's Acid/Base Chemistry lecture — who is it led by?"}
{"pair_id": "d1_s0338_P3_v2", "cached_question": "Who gives the Week 4 lecture on Acid/Base Chemistry in 1.101?", "cached_answer": "Prof. Phil Gschwend.", "new_query": "1.101 wk 4 acid base chemistry lecturer??"}
{"pair_id": "d1_s0338_P3_v3", "cached_question": "Who gives the Week 4 lecture on Acid/Base Chemistry in 1.101?", "cached_answer": "Prof. Phil Gschwend.", "new_query": "whos giving the acid/base chemistry lectre week 4 1.101"}
{"pair_id": "d1_s0338_P3_v4", "cached_question": "Who gives the Week 4 lecture on Acid/Base Chemistry in 1.101?", "cached_answer": "Prof. Phil Gschwend.", "new_query": "week4 acid base chem 1.101 — who teaches it pls"}
{"pair_id": "d1_s0342_N1_v1", "cached_question": "How long are lecture and lab sessions in MIT's 1.101 course?", "cached_answer": "Lectures are 1 session per week lasting 1 hour, and labs are 1 session per week lasting 3 hours.", "new_query": "Where do the lecture and lab sessions of MIT's 1.101 course meet?"}
{"pair_id": "d1_s0342_N2_v1", "cached_question": "How long are lecture and lab sessions in MIT's 1.101 course?", "cached_answer": "Lectures are 1 session per week lasting 1 hour, and labs are 1 session per week lasting 3 hours.", "new_query": "How long are the lab sessions alone in MIT's 1.101 course?"}
{"pair_id": "d1_s0342_N2_v2", "cached_question": "How long are lecture and lab sessions in MIT's 1.101 course?", "cached_answer": "Lectures are 1 session per week lasting 1 hour, and labs are 1 session per week lasting 3 hours.", "new_query": "How long are all weekly sessions in MIT's 1.101 course, including recitations?"}
{"pair_id": "d1_s0342_N3_v1", "cached_question": "How long are lecture and lab sessions in MIT's 1.101 course?", "cached_answer": "Lectures are 1 session per week lasting 1 hour, and labs are 1 session per week lasting 3 hours.", "new_query": "How long are lecture and lab sessions in MIT's 1.060 course?"}
{"pair_id": "d1_s0342_N5_v1", "cached_question": "How long are lecture and lab sessions in MIT's 1.101 course?", "cached_answer": "Lectures are 1 session per week lasting 1 hour, and labs are 1 session per week lasting 3 hours.", "new_query": "Which is the longest weekly session in MIT's 1.101 course?"}
