You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0838
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d5_s0132_N3_v2", "cached_question": "Hình thức kỷ luật cảnh cáo được áp dụng cho sinh viên trong trường hợp nào?", "cached_answer": "Khi sinh viên đang bị kỷ luật khiển trách mà tái phạm, hoặc có hành vi vi phạm lần đầu ở mức độ 2.", "new_query": "Hình thức kỷ luật đình chỉ học tập được áp dụng cho sinh viên trong trường hợp nào?"}
{"pair_id": "d5_s0132_N6_v1", "cached_question": "Hình thức kỷ luật cảnh cáo được áp dụng cho sinh viên trong trường hợp nào?", "cached_answer": "Khi sinh viên đang bị kỷ luật khiển trách mà tái phạm, hoặc có hành vi vi phạm lần đầu ở mức độ 2.", "new_query": "Quyết định kỷ luật cảnh cáo sinh viên có hiệu lực trong bao lâu?"}
{"pair_id": "d5_s0132_P1_v2", "cached_question": "Hình thức kỷ luật cảnh cáo được áp dụng cho sinh viên trong trường hợp nào?", "cached_answer": "Khi sinh viên đang bị kỷ luật khiển trách mà tái phạm, hoặc có hành vi vi phạm lần đầu ở mức độ 2.", "new_query": "Khi nào thì nhà trường áp dụng hình thức cảnh cáo đối với sinh viên vi phạm?"}
{"pair_id": "d5_s0132_P1_v4", "cached_question": "Hình thức kỷ luật cảnh cáo được áp dụng cho sinh viên trong trường hợp nào?", "cached_answer": "Khi sinh viên đang bị kỷ luật khiển trách mà tái phạm, hoặc có hành vi vi phạm lần đầu ở mức độ 2.", "new_query": "Hình thức cảnh cáo dành cho sinh viên được áp dụng khi có vi phạm ra sao?"}
{"pair_id": "d5_s0132_P2_v1", "cached_question": "Hình thức kỷ luật cảnh cáo được áp dụng cho sinh viên trong trường hợp nào?", "cached_answer": "Khi sinh viên đang bị kỷ luật khiển trách mà tái phạm, hoặc có hành vi vi phạm lần đầu ở mức độ 2.", "new_query": "Cho tôi biết các trường hợp sinh viên bị áp dụng hình thức kỷ luật cảnh cáo."}
{"pair_id": "d5_s0132_P2_v2", "cached_question": "Hình thức kỷ luật cảnh cáo được áp dụng cho sinh viên trong trường hợp nào?", "cached_answer": "Khi sinh viên đang bị kỷ luật khiển trách mà tái phạm, hoặc có hành vi vi phạm lần đầu ở mức độ 2.", "new_query": "Trường hợp nào dẫn đến việc sinh viên bị nhà trường cảnh cáo về mặt kỷ luật?"}
{"pair_id": "d5_s0132_P2_v3", "cached_question": "Hình thức kỷ luật cảnh cáo được áp dụng cho sinh viên trong trường hợp nào?", "cached_answer": "Khi sinh viên đang bị kỷ luật khiển trách mà tái phạm, hoặc có hành vi vi phạm lần đầu ở mức độ 2.", "new_query": "Sinh viên vi phạm đến mức nào thì bị xử lý bằng hình thức kỷ luật cảnh cáo?"}
{"pair_id": "d5_s0133_N2_v1", "cached_question": "Thời hiệu xử lý kỷ luật đối với hành vi vi phạm ở mức khiển trách là bao lâu?", "cached_answer": "Thời hiệu xử lý kỷ luật là 12 tháng đối với hành vi vi phạm đến mức phải kỷ luật bằng hình thức khiển trách.", "new_query": "Thời hiệu xử lý kỷ luật đối với vi phạm mức khiển trách xảy ra trong kỳ thi là bao lâu?"}
{"pair_id": "d5_s0133_N3_v1", "cached_question": "Thời hiệu xử lý kỷ luật đối với hành vi vi phạm ở mức khiển trách là bao lâu?", "cached_answer": "Thời hiệu xử lý kỷ luật là 12 tháng đối với hành vi vi phạm đến mức phải kỷ luật bằng hình thức khiển trách.", "new_query": "Thời hiệu xử lý kỷ luật đối với hành vi vi phạm ở mức cảnh cáo là bao lâu?"}
{"pair_id": "d5_s0133_N3_v2", "cached_question": "Thời hiệu xử lý kỷ luật đối với hành vi vi phạm ở mức khiển trách là bao lâu?", "cached_answer": "Thời hiệu xử lý kỷ luật là 12 tháng đối với hành vi vi phạm đến mức phải kỷ luật bằng hình thức khiển trách.", "new_query": "Thời hiệu xử lý kỷ luật đối với hành vi vi phạm ở mức buộc thôi học là bao lâu?"}
{"pair_id": "d5_s0133_N4_v3", "cached_question": "Thời hiệu xử lý kỷ luật đối với hành vi vi phạm ở mức khiển trách là bao lâu?", "cached_answer": "Thời hiệu xử lý kỷ luật là 12 tháng đối với hành vi vi phạm đến mức phải kỷ luật bằng hình thức khiển trách.", "new_query": "Thời gian nào không được tính vào thời hiệu xử lý kỷ luật khiển trách?"}
{"pair_id": "d5_s0133_N5_v2", "cached_question": "Thời hiệu xử lý kỷ luật đối với hành vi vi phạm ở mức khiển trách là bao lâu?", "cached_answer": "Thời hiệu xử lý kỷ luật là 12 tháng đối với hành vi vi phạm đến mức phải kỷ luật bằng hình thức khiển trách.", "new_query": "Thời hiệu xử lý kỷ luật ngắn nhất được quy định là bao lâu?"}
{"pair_id": "d5_s0133_N6_v1", "cached_question": "Thời hiệu xử lý kỷ luật đối với hành vi vi phạm ở mức khiển trách là bao lâu?", "cached_answer": "Thời hiệu xử lý kỷ luật là 12 tháng đối với hành vi vi phạm đến mức phải kỷ luật bằng hình thức khiển trách.", "new_query": "Thời hiệu xử lý kỷ luật khiển trách được tính từ thời điểm nào?"}
{"pair_id": "d5_s0133_P1_v2", "cached_question": "Thời hiệu xử lý kỷ luật đối với hành vi vi phạm ở mức khiển trách là bao lâu?", "cached_answer": "Thời hiệu xử lý kỷ luật là 12 tháng đối với hành vi vi phạm đến mức phải kỷ luật bằng hình thức khiển trách.", "new_query": "Thời gian còn hiệu lực để xử lý kỷ luật ở mức khiển trách là bao lâu?"}
{"pair_id": "d5_s0133_P2_v1", "cached_question": "Thời hiệu xử lý kỷ luật đối với hành vi vi phạm ở mức khiển trách là bao lâu?", "cached_answer": "Thời hiệu xử lý kỷ luật là 12 tháng đối với hành vi vi phạm đến mức phải kỷ luật bằng hình thức khiển trách.", "new_query": "Cho tôi biết thời hiệu xử lý kỷ luật áp dụng với hành vi vi phạm ở mức khiển trách."}
