You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0530
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0039_P3_v2", "cached_question": "On what date did the Union army launch its frontal assaults at the Battle of Fredericksburg?", "cached_answer": "December 13.", "new_query": "union army frontal assaults at battle of fredericksburg - what date"}
{"pair_id": "d2_s0040_N2_v1", "cached_question": "How did Union casualties compare to Confederate casualties at the Battle of Fredericksburg?", "cached_answer": "Union casualties were more than twice as heavy as those suffered by the Confederates.", "new_query": "How did Union officer casualties compare to Confederate officer casualties at Fredericksburg?"}
{"pair_id": "d2_s0040_N2_v2", "cached_question": "How did Union casualties compare to Confederate casualties at the Battle of Fredericksburg?", "cached_answer": "Union casualties were more than twice as heavy as those suffered by the Confederates.", "new_query": "How did Union casualties compare to Confederate casualties across the whole war?"}
{"pair_id": "d2_s0040_N3_v1", "cached_question": "How did Union casualties compare to Confederate casualties at the Battle of Fredericksburg?", "cached_answer": "Union casualties were more than twice as heavy as those suffered by the Confederates.", "new_query": "How did Union casualties compare to Confederate casualties at the Battle of Gettysburg?"}
{"pair_id": "d2_s0040_N5_v1", "cached_question": "How did Union casualties compare to Confederate casualties at the Battle of Fredericksburg?", "cached_answer": "Union casualties were more than twice as heavy as those suffered by the Confederates.", "new_query": "At most how many times heavier were Union casualties than Confederate ones at Fredericksburg?"}
{"pair_id": "d2_s0040_N6_v1", "cached_question": "How did Union casualties compare to Confederate casualties at the Battle of Fredericksburg?", "cached_answer": "Union casualties were more than twice as heavy as those suffered by the Confederates.", "new_query": "Why were Union casualties at Fredericksburg so much heavier than Confederate ones?"}
{"pair_id": "d2_s0040_P1_v1", "cached_question": "How did Union casualties compare to Confederate casualties at the Battle of Fredericksburg?", "cached_answer": "Union casualties were more than twice as heavy as those suffered by the Confederates.", "new_query": "How did Union losses at Fredericksburg compare with Confederate losses?"}
{"pair_id": "d2_s0040_P2_v1", "cached_question": "How did Union casualties compare to Confederate casualties at the Battle of Fredericksburg?", "cached_answer": "Union casualties were more than twice as heavy as those suffered by the Confederates.", "new_query": "Compare Union and Confederate casualties at the Battle of Fredericksburg."}
{"pair_id": "d2_s0040_P2_v2", "cached_question": "How did Union casualties compare to Confederate casualties at the Battle of Fredericksburg?", "cached_answer": "Union casualties were more than twice as heavy as those suffered by the Confederates.", "new_query": "At Fredericksburg, were Union casualties heavier than Confederate ones, and by how much?"}
{"pair_id": "d2_s0040_P2_v3", "cached_question": "How did Union casualties compare to Confederate casualties at the Battle of Fredericksburg?", "cached_answer": "Union casualties were more than twice as heavy as those suffered by the Confederates.", "new_query": "Relative to the Confederates, how heavy were the Union's casualties at the Battle of Fredericksburg?"}
{"pair_id": "d2_s0040_P3_v1", "cached_question": "How did Union casualties compare to Confederate casualties at the Battle of Fredericksburg?", "cached_answer": "Union casualties were more than twice as heavy as those suffered by the Confederates.", "new_query": "union vs confederate casualties at fredericksburg — how did they compare?"}
