You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0568
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d2_s0358_P1_v3", "cached_question": "How does the STransE model represent entities and relations?", "cached_answer": "STransE represents each entity as a low-dimensional vector, and each relation by two matrices and a translation vector.", "new_query": "How are entities and relations parameterized in the STransE model?"}
{"pair_id": "d2_s0358_P1_v4", "cached_question": "How does the STransE model represent entities and relations?", "cached_answer": "STransE represents each entity as a low-dimensional vector, and each relation by two matrices and a translation vector.", "new_query": "What does STransE use to represent each entity and each relation?"}
{"pair_id": "d2_s0358_P2_v1", "cached_question": "How does the STransE model represent entities and relations?", "cached_answer": "STransE represents each entity as a low-dimensional vector, and each relation by two matrices and a translation vector.", "new_query": "Describe the entity and relation representations used by the STransE model."}
{"pair_id": "d2_s0358_P2_v2", "cached_question": "How does the STransE model represent entities and relations?", "cached_answer": "STransE represents each entity as a low-dimensional vector, and each relation by two matrices and a translation vector.", "new_query": "Entities and relations in STransE are represented by what, exactly?"}
{"pair_id": "d2_s0358_P2_v3", "cached_question": "How does the STransE model represent entities and relations?", "cached_answer": "STransE represents each entity as a low-dimensional vector, and each relation by two matrices and a translation vector.", "new_query": "I'd like to know how entities and relations are modeled inside STransE."}
{"pair_id": "d2_s0358_P2_v4", "cached_question": "How does the STransE model represent entities and relations?", "cached_answer": "STransE represents each entity as a low-dimensional vector, and each relation by two matrices and a translation vector.", "new_query": "For the STransE model, what represents an entity, and what represents a relation?"}
{"pair_id": "d2_s0358_P3_v2", "cached_question": "How does the STransE model represent entities and relations?", "cached_answer": "STransE represents each entity as a low-dimensional vector, and each relation by two matrices and a translation vector.", "new_query": "STransE — how r entities and relations represented??"}
{"pair_id": "d2_s0359_N2_v1", "cached_question": "Which two prior embedding models does STransE combine?", "cached_answer": "STransE is a simple combination of the SE (Structured Embedding) model and the TransE model.", "new_query": "Which prior embedding model does STransE's entity-relation matrix component come from?"}
{"pair_id": "d2_s0359_N4_v1", "cached_question": "Which two prior embedding models does STransE combine?", "cached_answer": "STransE is a simple combination of the SE (Structured Embedding) model and the TransE model.", "new_query": "Which prior embedding models does STransE explicitly avoid combining?"}
{"pair_id": "d2_s0359_N4_v3", "cached_question": "Which two prior embedding models does STransE combine?", "cached_answer": "STransE is a simple combination of the SE (Structured Embedding) model and the TransE model.", "new_query": "Which prior embedding model does STransE replace instead of combining?"}
{"pair_id": "d2_s0359_N5_v2", "cached_question": "Which two prior embedding models does STransE combine?", "cached_answer": "STransE is a simple combination of the SE (Structured Embedding) model and the TransE model.", "new_query": "Which is the most recent of the prior embedding models that STransE combines?"}
