You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0010
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d1_s0053_P1_v4", "cached_question": "What materials were students allowed to use during the 1.011 midterm exam?", "cached_answer": "The exam was open book and open notes; calculators and interest tables were allowed, but computers and phones were not.", "new_query": "Which aids were students allowed during the midterm exam for 1.011?"}
{"pair_id": "d1_s0053_P2_v2", "cached_question": "What materials were students allowed to use during the 1.011 midterm exam?", "cached_answer": "The exam was open book and open notes; calculators and interest tables were allowed, but computers and phones were not.", "new_query": "Tell me what students were able to use in the 1.011 midterm exam."}
{"pair_id": "d1_s0053_P2_v3", "cached_question": "What materials were students allowed to use during the 1.011 midterm exam?", "cached_answer": "The exam was open book and open notes; calculators and interest tables were allowed, but computers and phones were not.", "new_query": "I want to know the materials permitted in the 1.011 midterm exam."}
{"pair_id": "d1_s0053_P2_v4", "cached_question": "What materials were students allowed to use during the 1.011 midterm exam?", "cached_answer": "The exam was open book and open notes; calculators and interest tables were allowed, but computers and phones were not.", "new_query": "List what students were allowed to use during 1.011's midterm exam."}
{"pair_id": "d1_s0054_N2_v1", "cached_question": "How many points was each of the three questions worth on the 1.011 midterm?", "cached_answer": "Question 1 was worth 30 points, Question 2 was worth 30 points, and Question 3 was worth 40 points.", "new_query": "How many points was each part of Question 3 worth on the 1.011 midterm?"}
{"pair_id": "d1_s0054_N3_v1", "cached_question": "How many points was each of the three questions worth on the 1.011 midterm?", "cached_answer": "Question 1 was worth 30 points, Question 2 was worth 30 points, and Question 3 was worth 40 points.", "new_query": "How many points was each of the three questions worth on the 1.011 final exam?"}
{"pair_id": "d1_s0054_N5_v1", "cached_question": "How many points was each of the three questions worth on the 1.011 midterm?", "cached_answer": "Question 1 was worth 30 points, Question 2 was worth 30 points, and Question 3 was worth 40 points.", "new_query": "Which question was worth the most points on the 1.011 midterm?"}
{"pair_id": "d1_s0054_N5_v2", "cached_question": "How many points was each of the three questions worth on the 1.011 midterm?", "cached_answer": "Question 1 was worth 30 points, Question 2 was worth 30 points, and Question 3 was worth 40 points.", "new_query": "Which question was worth the fewest points on the 1.011 midterm?"}
{"pair_id": "d1_s0054_P1_v2", "cached_question": "How many points was each of the three questions worth on the 1.011 midterm?", "cached_answer": "Question 1 was worth 30 points, Question 2 was worth 30 points, and Question 3 was worth 40 points.", "new_query": "How many marks was each of the three 1.011 midterm questions worth?"}
{"pair_id": "d1_s0054_P1_v3", "cached_question": "How many points was each of the three questions worth on the 1.011 midterm?", "cached_answer": "Question 1 was worth 30 points, Question 2 was worth 30 points, and Question 3 was worth 40 points.", "new_query": "What was the point allocation for each of the three questions on the 1.011 midterm?"}
{"pair_id": "d1_s0054_P2_v1", "cached_question": "How many points was each of the three questions worth on the 1.011 midterm?", "cached_answer": "Question 1 was worth 30 points, Question 2 was worth 30 points, and Question 3 was worth 40 points.", "new_query": "Break down the points per question for the three questions on the 1.011 midterm."}
{"pair_id": "d1_s0054_P2_v4", "cached_question": "How many points was each of the three questions worth on the 1.011 midterm?", "cached_answer": "Question 1 was worth 30 points, Question 2 was worth 30 points, and Question 3 was worth 40 points.", "new_query": "The 1.011 midterm had three questions — what was each one worth in points?"}
{"pair_id": "d1_s0055_N1_v2", "cached_question": "In the 1.011 midterm's apartment building scenario, what are the annual rents, operating expenses, and expected duration of profits?", "cached_answer": "Annual rents total $200,000 and annual operating expenses total $100,000, giving $100,000 in annual profits, which are expected to continue for another 20 years.", "new_query": "In the 1.011 midterm's apartment building scenario, what is the building's purchase price?"}
{"pair_id": "d1_s0055_N2_v1", "cached_question": "In the 1.011 midterm's apartment building scenario, what are the annual rents, operating expenses, and expected duration of profits?", "cached_answer": "Annual rents total $200,000 and annual operating expenses total $100,000, giving $100,000 in annual profits, which are expected to continue for another 20 years.", "new_query": "In the 1.011 midterm's apartment building scenario, what portion of the operating expenses is property tax?"}
{"pair_id": "d1_s0055_N2_v2", "cached_question": "In the 1.011 midterm's apartment building scenario, what are the annual rents, operating expenses, and expected duration of profits?", "cached_answer": "Annual rents total $200,000 and annual operating expenses total $100,000, giving $100,000 in annual profits, which are expected to continue for another 20 years.", "new_query": "On the 1.011 midterm, what are the annual revenues, expenses, and profit durations in all scenarios?"}
{"pair_id": "d1_s0055_N3_v1", "cached_question": "In the 1.011 midterm's apartment building scenario, what are the annual rents, operating expenses, and expected duration of profits?", "cached_answer": "Annual rents total $200,000 and annual operating expenses total $100,000, giving $100,000 in annual profits, which are expected to continue for another 20 years.", "new_query": "In the 1.011 final exam's apartment building scenario, what are the annual rents, operating expenses, and expected duration of profits?"}
{"pair_id": "d1_s0055_N3_v2", "cached_question": "In the 1.011 midterm's apartment building scenario, what are the annual rents, operating expenses, and expected duration of profits?", "cached_answer": "Annual rents total $200,000 and annual operating expenses total $100,000, giving $100,000 in annual profits, which are expected to continue for another 20 years.", "new_query": "In the 1.011 midterm's parking garage scenario, what are the annual rents, operating expenses, and expected duration of profits?"}
{"pair_id": "d1_s0055_N4_v2", "cached_question": "In the 1.011 midterm's apartment building scenario, what are the annual rents, operating expenses, and expected duration of profits?", "cached_answer": "Annual rents total $200,000 and annual operating expenses total $100,000, giving $100,000 in annual profits, which are expected to continue for another 20 years.", "new_query": "In the 1.011 midterm's apartment building scenario, what are the annual non-operating expenses?"}
{"pair_id": "d1_s0055_N5_v2", "cached_question": "In the 1.011 midterm's apartment building scenario, what are the annual rents, operating expenses, and expected duration of profits?", "cached_answer": "Annual rents total $200,000 and annual operating expenses total $100,000, giving $100,000 in annual profits, which are expected to continue for another 20 years.", "new_query": "In the 1.011 midterm's apartment building scenario, what is the maximum annual operating expense the building can absorb?"}
{"pair_id": "d1_s0055_N6_v1", "cached_question": "In the 1.011 midterm's apartment building scenario, what are the annual rents, operating expenses, and expected duration of profits?", "cached_answer": "Annual rents total $200,000 and annual operating expenses total $100,000, giving $100,000 in annual profits, which are expected to continue for another 20 years.", "new_query": "In the 1.011 midterm's apartment building scenario, what is the present value of the 20 years of profits?"}
{"pair_id": "d1_s0055_N6_v2", "cached_question": "In the 1.011 midterm's apartment building scenario, what are the annual rents, operating expenses, and expected duration of profits?", "cached_answer": "Annual rents total $200,000 and annual operating expenses total $100,000, giving $100,000 in annual profits, which are expected to continue for another 20 years.", "new_query": "In the 1.011 midterm's apartment building scenario, what happens to the building after the profits end?"}
{"pair_id": "d1_s0055_P1_v2", "cached_question": "In the 1.011 midterm's apartment building scenario, what are the annual rents, operating expenses, and expected duration of profits?", "cached_answer": "Annual rents total $200,000 and annual operating expenses total $100,000, giving $100,000 in annual profits, which are expected to continue for another 20 years.", "new_query": "For the 1.011 midterm's apartment building problem, what annual rent, annual expenses, and profit horizon are given?"}
{"pair_id": "d1_s0055_P1_v3", "cached_question": "In the 1.011 midterm's apartment building scenario, what are the annual rents, operating expenses, and expected duration of profits?", "cached_answer": "Annual rents total $200,000 and annual operating expenses total $100,000, giving $100,000 in annual profits, which are expected to continue for another 20 years.", "new_query": "What yearly rental income, running costs, and expected profit period appear in the 1.011 midterm's apartment building case?"}
{"pair_id": "d1_s0055_P1_v4", "cached_question": "In the 1.011 midterm's apartment building scenario, what are the annual rents, operating expenses, and expected duration of profits?", "cached_answer": "Annual rents total $200,000 and annual operating expenses total $100,000, giving $100,000 in annual profits, which are expected to continue for another 20 years.", "new_query": "In the 1.011 midterm's apartment building question, what are the rents per year, the operating expenses per year, and how many years profits continue?"}
{"pair_id": "d1_s0055_P2_v1", "cached_question": "In the 1.011 midterm's apartment building scenario, what are the annual rents, operating expenses, and expected duration of profits?", "cached_answer": "Annual rents total $200,000 and annual operating expenses total $100,000, giving $100,000 in annual profits, which are expected to continue for another 20 years.", "new_query": "List the annual rents, operating expenses, and expected profit duration from the 1.011 midterm's apartment building scenario."}
