You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0484
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d1_s0445_N4_v1", "cached_question": "How is the final grade broken down by activity in MIT's course 10.37?", "cached_answer": "Homework 20%, Quiz 10%, Midterm exam 1 15%, Midterm exam 2 20%, and Final exam 35%.", "new_query": "Which activities in MIT's course 10.37 do not count toward the final grade?"}
{"pair_id": "d1_s0445_P1_v1", "cached_question": "How is the final grade broken down by activity in MIT's course 10.37?", "cached_answer": "Homework 20%, Quiz 10%, Midterm exam 1 15%, Midterm exam 2 20%, and Final exam 35%.", "new_query": "What is the grade weighting by activity in MIT's course 10.37?"}
{"pair_id": "d1_s0445_P1_v2", "cached_question": "How is the final grade broken down by activity in MIT's course 10.37?", "cached_answer": "Homework 20%, Quiz 10%, Midterm exam 1 15%, Midterm exam 2 20%, and Final exam 35%.", "new_query": "How are the percentages of the final grade distributed across activities in MIT 10.37?"}
{"pair_id": "d1_s0445_P1_v3", "cached_question": "How is the final grade broken down by activity in MIT's course 10.37?", "cached_answer": "Homework 20%, Quiz 10%, Midterm exam 1 15%, Midterm exam 2 20%, and Final exam 35%.", "new_query": "What share of the 10.37 final grade does each activity carry at MIT?"}
{"pair_id": "d1_s0445_P1_v4", "cached_question": "How is the final grade broken down by activity in MIT's course 10.37?", "cached_answer": "Homework 20%, Quiz 10%, Midterm exam 1 15%, Midterm exam 2 20%, and Final exam 35%.", "new_query": "Can you give the grading breakdown per component for MIT's course 10.37?"}
{"pair_id": "d1_s0445_P2_v1", "cached_question": "How is the final grade broken down by activity in MIT's course 10.37?", "cached_answer": "Homework 20%, Quiz 10%, Midterm exam 1 15%, Midterm exam 2 20%, and Final exam 35%.", "new_query": "Tell me how MIT's 10.37 splits the final grade among its activities."}
{"pair_id": "d1_s0445_P2_v2", "cached_question": "How is the final grade broken down by activity in MIT's course 10.37?", "cached_answer": "Homework 20%, Quiz 10%, Midterm exam 1 15%, Midterm exam 2 20%, and Final exam 35%.", "new_query": "In MIT's 10.37, the final grade is divided among which activities and in what proportions?"}
{"pair_id": "d1_s0445_P2_v4", "cached_question": "How is the final grade broken down by activity in MIT's course 10.37?", "cached_answer": "Homework 20%, Quiz 10%, Midterm exam 1 15%, Midterm exam 2 20%, and Final exam 35%.", "new_query": "The final grade in MIT course 10.37 is made up of which components, at what weights?"}
{"pair_id": "d1_s0445_P3_v1", "cached_question": "How is the final grade broken down by activity in MIT's course 10.37?", "cached_answer": "Homework 20%, Quiz 10%, Midterm exam 1 15%, Midterm exam 2 20%, and Final exam 35%.", "new_query": "how is the final grade split by activity in mit 10.37"}
{"pair_id": "d1_s0446_N2_v1", "cached_question": "What is the late homework policy in course 10.37?", "cached_answer": "Late homework is accepted until 10pm of the due date, with a 50% grade deduction unless there are extenuating circumstances.", "new_query": "What is the late homework policy for the final problem set in 10.37?"}
{"pair_id": "d1_s0446_N2_v2", "cached_question": "What is the late homework policy in course 10.37?", "cached_answer": "Late homework is accepted until 10pm of the due date, with a 50% grade deduction unless there are extenuating circumstances.", "new_query": "What is the late work policy for all assignments in 10.37, including projects?"}
{"pair_id": "d1_s0446_N3_v1", "cached_question": "What is the late homework policy in course 10.37?", "cached_answer": "Late homework is accepted until 10pm of the due date, with a 50% grade deduction unless there are extenuating circumstances.", "new_query": "What is the late homework policy in course 10.40?"}
{"pair_id": "d1_s0446_N3_v2", "cached_question": "What is the late homework policy in course 10.37?", "cached_answer": "Late homework is accepted until 10pm of the due date, with a 50% grade deduction unless there are extenuating circumstances.", "new_query": "What is the late homework policy in course 10.442?"}
