You are the verification tier of a semantic cache. The first tier (embedding similarity)
proposed serving a stored answer to a new query. You see both questions and the stored
answer. Decide whether serving is safe.

DECISION RULE
SERVE      — the stored answer is a fully correct and complete answer to the new query.
REGENERATE — anything else: different entity/version, flipped polarity, different
             quantifier or extreme, different facet or scope, different presupposed fact,
             or you are unsure. When in doubt, REGENERATE (a false hit sends a user the
             wrong answer; a false miss only costs one LLM call).

Pay attention to small discrete differences the first tier is blind to: "1" vs "2",
negation words, earliest/latest, min/max, sibling entities. Do not be fooled by large
surface differences that change nothing (typos, missing diacritics, paraphrase).

OUTPUT FORMAT — JSONL only, one object per line, no commentary:
{"pair_id":"...","decision":"SERVE|REGENERATE","conf":<0..1>}


[BATCH INPUT]
batch_id: E_0844
pairs (JSONL — pair_id, cached_question, cached_answer, new_query):

{"pair_id": "d5_s0165_N5_v2", "cached_question": "Người dự tuyển trình độ thạc sĩ phải đáp ứng điều kiện tốt nghiệp nào?", "cached_answer": "Người dự tuyển phải đã tốt nghiệp hoặc đủ điều kiện được công nhận tốt nghiệp từ trình độ đại học trở lên.", "new_query": "Người dự tuyển thạc sĩ phải tốt nghiệp từ trình độ nào trở xuống?"}
{"pair_id": "d5_s0165_N6_v1", "cached_question": "Người dự tuyển trình độ thạc sĩ phải đáp ứng điều kiện tốt nghiệp nào?", "cached_answer": "Người dự tuyển phải đã tốt nghiệp hoặc đủ điều kiện được công nhận tốt nghiệp từ trình độ đại học trở lên.", "new_query": "Người dự tuyển thạc sĩ chưa đủ điều kiện tốt nghiệp thì được xử lý thế nào?"}
{"pair_id": "d5_s0165_P1_v2", "cached_question": "Người dự tuyển trình độ thạc sĩ phải đáp ứng điều kiện tốt nghiệp nào?", "cached_answer": "Người dự tuyển phải đã tốt nghiệp hoặc đủ điều kiện được công nhận tốt nghiệp từ trình độ đại học trở lên.", "new_query": "Điều kiện về bằng tốt nghiệp đối với người dự tuyển thạc sĩ là gì?"}
{"pair_id": "d5_s0165_P2_v1", "cached_question": "Người dự tuyển trình độ thạc sĩ phải đáp ứng điều kiện tốt nghiệp nào?", "cached_answer": "Người dự tuyển phải đã tốt nghiệp hoặc đủ điều kiện được công nhận tốt nghiệp từ trình độ đại học trở lên.", "new_query": "Cho tôi biết điều kiện tốt nghiệp mà người dự tuyển trình độ thạc sĩ phải đáp ứng."}
{"pair_id": "d5_s0165_P2_v2", "cached_question": "Người dự tuyển trình độ thạc sĩ phải đáp ứng điều kiện tốt nghiệp nào?", "cached_answer": "Người dự tuyển phải đã tốt nghiệp hoặc đủ điều kiện được công nhận tốt nghiệp từ trình độ đại học trở lên.", "new_query": "Để được dự tuyển trình độ thạc sĩ, một người cần đã tốt nghiệp ở mức nào?"}
{"pair_id": "d5_s0165_P2_v4", "cached_question": "Người dự tuyển trình độ thạc sĩ phải đáp ứng điều kiện tốt nghiệp nào?", "cached_answer": "Người dự tuyển phải đã tốt nghiệp hoặc đủ điều kiện được công nhận tốt nghiệp từ trình độ đại học trở lên.", "new_query": "Tôi muốn dự tuyển thạc sĩ; tôi phải đã tốt nghiệp trình độ gì thì mới đủ điều kiện?"}
{"pair_id": "d5_s0166_N1_v2", "cached_question": "Hoạt động liên kết đào tạo đối với các ngành thuộc lĩnh vực sức khỏe được thực hiện như thế nào?", "cached_answer": "Chỉ được thực hiện giữa các cơ sở đào tạo được phép hoạt động trong cùng phạm vi lĩnh vực sức khỏe, và các cơ sở này phải đáp ứng đầy đủ chuẩn chương trình đào tạo và chuẩn cơ sở giáo dục đại học đối với ngành sức khỏe.", "new_query": "Cơ quan nào có thẩm quyền cho phép liên kết đào tạo ngành sức khỏe?"}
{"pair_id": "d5_s0166_N2_v1", "cached_question": "Hoạt động liên kết đào tạo đối với các ngành thuộc lĩnh vực sức khỏe được thực hiện như thế nào?", "cached_answer": "Chỉ được thực hiện giữa các cơ sở đào tạo được phép hoạt động trong cùng phạm vi lĩnh vực sức khỏe, và các cơ sở này phải đáp ứng đầy đủ chuẩn chương trình đào tạo và chuẩn cơ sở giáo dục đại học đối với ngành sức khỏe.", "new_query": "Hoạt động liên kết đào tạo đối với ngành Y khoa được thực hiện như thế nào?"}
{"pair_id": "d5_s0166_N2_v2", "cached_question": "Hoạt động liên kết đào tạo đối với các ngành thuộc lĩnh vực sức khỏe được thực hiện như thế nào?", "cached_answer": "Chỉ được thực hiện giữa các cơ sở đào tạo được phép hoạt động trong cùng phạm vi lĩnh vực sức khỏe, và các cơ sở này phải đáp ứng đầy đủ chuẩn chương trình đào tạo và chuẩn cơ sở giáo dục đại học đối với ngành sức khỏe.", "new_query": "Hoạt động liên kết đào tạo trình độ tiến sĩ đối với các ngành thuộc lĩnh vực sức khỏe được thực hiện như thế nào?"}
{"pair_id": "d5_s0166_N3_v1", "cached_question": "Hoạt động liên kết đào tạo đối với các ngành thuộc lĩnh vực sức khỏe được thực hiện như thế nào?", "cached_answer": "Chỉ được thực hiện giữa các cơ sở đào tạo được phép hoạt động trong cùng phạm vi lĩnh vực sức khỏe, và các cơ sở này phải đáp ứng đầy đủ chuẩn chương trình đào tạo và chuẩn cơ sở giáo dục đại học đối với ngành sức khỏe.", "new_query": "Hoạt động liên kết đào tạo đối với các ngành thuộc lĩnh vực sư phạm được thực hiện như thế nào?"}
{"pair_id": "d5_s0166_N4_v1", "cached_question": "Hoạt động liên kết đào tạo đối với các ngành thuộc lĩnh vực sức khỏe được thực hiện như thế nào?", "cached_answer": "Chỉ được thực hiện giữa các cơ sở đào tạo được phép hoạt động trong cùng phạm vi lĩnh vực sức khỏe, và các cơ sở này phải đáp ứng đầy đủ chuẩn chương trình đào tạo và chuẩn cơ sở giáo dục đại học đối với ngành sức khỏe.", "new_query": "Hoạt động liên kết đào tạo đối với các ngành ngoài lĩnh vực sức khỏe được thực hiện như thế nào?"}
{"pair_id": "d5_s0166_P1_v3", "cached_question": "Hoạt động liên kết đào tạo đối với các ngành thuộc lĩnh vực sức khỏe được thực hiện như thế nào?", "cached_answer": "Chỉ được thực hiện giữa các cơ sở đào tạo được phép hoạt động trong cùng phạm vi lĩnh vực sức khỏe, và các cơ sở này phải đáp ứng đầy đủ chuẩn chương trình đào tạo và chuẩn cơ sở giáo dục đại học đối với ngành sức khỏe.", "new_query": "Hoạt động liên kết đào tạo ngành sức khỏe phải được triển khai như thế nào?"}
